from_issue_key,to_issue_key,link_type,raw_link_type,direction
MAPREDUCE-5762,MAPREDUCE-5496,relates to,Reference,outward
MAPREDUCE-4695,MAPREDUCE-5762,is related to,Reference,inward
MAPREDUCE-6057,MAPREDUCE-5762,is related to,Reference,inward
MAPREDUCE-5762,MAPREDUCE-6909,breaks,Regression,outward
MAPREDUCE-5958,MAPREDUCE-5760,is related to,Reference,inward
MAPREDUCE-5513,MAPREDUCE-5757,is related to,Reference,inward
MAPREDUCE-5756,HIVE-6401,blocks,Blocker,outward
MAPREDUCE-5754,MAPREDUCE-5648,blocks,Blocker,outward
MAPREDUCE-5754,MAPREDUCE-5746,relates to,Reference,outward
MAPREDUCE-5751,MAPREDUCE-5957,relates to,Reference,outward
YARN-1825,MAPREDUCE-5750,is duplicated by,Duplicate,inward
MAPREDUCE-5746,MAPREDUCE-5317,relates to,Reference,outward
MAPREDUCE-5754,MAPREDUCE-5746,is related to,Reference,inward
MAPREDUCE-5726,MAPREDUCE-5743,is duplicated by,Duplicate,inward
MAPREDUCE-5743,YARN-1041,relates to,Reference,outward
MAPREDUCE-5743,YARN-1474,relates to,Reference,outward
MAPREDUCE-5741,MAPREDUCE-5699,depends upon,dependent,outward
MAPREDUCE-5723,MAPREDUCE-5730,is related to,Reference,inward
MAPREDUCE-5694,MAPREDUCE-5730,is broken by,Regression,inward
MAPREDUCE-5728,MAPREDUCE-2584,duplicates,Duplicate,outward
MAPREDUCE-5727,YARN-2238,duplicates,Duplicate,outward
MAPREDUCE-5726,MAPREDUCE-5743,duplicates,Duplicate,outward
YARN-1610,MAPREDUCE-5726,is duplicated by,Duplicate,inward
MAPREDUCE-5726,YARN-1474,relates to,Reference,outward
YARN-1041,MAPREDUCE-5726,is broken by,Regression,inward
MAPREDUCE-5723,MAPREDUCE-5730,relates to,Reference,outward
MAPREDUCE-5795,MAPREDUCE-5718,is duplicated by,Duplicate,inward
MAPREDUCE-5196,MAPREDUCE-5717,is broken by,Regression,inward
MAPREDUCE-3583,MAPREDUCE-5715,is related to,Reference,inward
MAPREDUCE-1144,MAPREDUCE-5711,is related to,Reference,inward
MAPREDUCE-5705,MAPREDUCE-2308,duplicates,Duplicate,outward
MAPREDUCE-5547,MAPREDUCE-5703,is related to,Reference,inward
YARN-1461,MAPREDUCE-5699,is blocked by,Blocker,inward
MAPREDUCE-5699,MAPREDUCE-5618,incorporates,Incorporates,outward
YARN-1399,MAPREDUCE-5699,is part of,Incorporates,inward
MAPREDUCE-5741,MAPREDUCE-5699,is depended upon by,dependent,inward
OOZIE-1722,MAPREDUCE-5699,is depended upon by,dependent,inward
MAPREDUCE-5696,YARN-1529,requires,Required,outward
MAPREDUCE-5694,MAPREDUCE-5730,breaks,Regression,outward
YARN-1130,MAPREDUCE-5693,is duplicated by,Duplicate,inward
MAPREDUCE-3294,MAPREDUCE-5692,is duplicated by,Duplicate,inward
MAPREDUCE-5690,MAPREDUCE-4376,duplicates,Duplicate,outward
YARN-1446,MAPREDUCE-5687,is broken by,Regression,inward
MAPREDUCE-5385,MAPREDUCE-5685,is related to,Reference,inward
MAPREDUCE-5681,YARN-1463,duplicates,Duplicate,outward
MAPREDUCE-5680,MAPREDUCE-4443,requires,Required,outward
MAPREDUCE-5678,HADOOP-8738,duplicates,Duplicate,outward
HADOOP-9991,MAPREDUCE-5678,is depended upon by,dependent,inward
YARN-1130,MAPREDUCE-5672,is duplicated by,Duplicate,inward
MAPREDUCE-5672,YARN-1130,relates to,Reference,outward
MAPREDUCE-5667,MAPREDUCE-5664,duplicates,Duplicate,outward
MAPREDUCE-5664,HADOOP-5254,duplicates,Duplicate,outward
MAPREDUCE-5667,MAPREDUCE-5664,is duplicated by,Duplicate,inward
MAPREDUCE-5664,HADOOP-5254,relates to,Reference,outward
MAPREDUCE-5662,YARN-1465,depends upon,dependent,outward
YARN-1399,MAPREDUCE-5658,is blocked by,Blocker,inward
MAPREDUCE-5657,HADOOP-10134,relates to,Reference,outward
MAPREDUCE-5657,HADOOP-11090,relates to,Reference,outward
MAPREDUCE-5143,MAPREDUCE-5656,is duplicated by,Duplicate,inward
MAPREDUCE-5656,MAPREDUCE-5948,relates to,Reference,outward
MAPREDUCE-5656,PIG-3251,relates to,Reference,outward
MAPREDUCE-5655,MAPREDUCE-4052,duplicates,Duplicate,outward
YARN-1757,MAPREDUCE-5652,is blocked by,Blocker,inward
YARN-1336,MAPREDUCE-5652,is related to,Reference,inward
MAPREDUCE-5652,YARN-1987,requires,Required,outward
MAPREDUCE-4883,MAPREDUCE-5649,is duplicated by,Duplicate,inward
MAPREDUCE-5649,MAPREDUCE-4883,relates to,Reference,outward
YARN-1551,MAPREDUCE-5648,is blocked by,Blocker,inward
MAPREDUCE-5754,MAPREDUCE-5648,is blocked by,Blocker,inward
MAPREDUCE-5850,MAPREDUCE-5642,is duplicated by,Duplicate,inward
MAPREDUCE-5451,MAPREDUCE-5642,is broken by,Regression,inward
MAPREDUCE-5418,MAPREDUCE-5641,is duplicated by,Duplicate,inward
MAPREDUCE-5641,YARN-1731,depends upon,dependent,outward
MAPREDUCE-5922,MAPREDUCE-5639,is related to,Reference,inward
MAPREDUCE-5809,MAPREDUCE-5639,is related to,Reference,inward
MAPREDUCE-4975,MAPREDUCE-5637,is related to,Reference,inward
MAPREDUCE-5427,MAPREDUCE-5632,is duplicated by,Duplicate,inward
HADOOP-9991,MAPREDUCE-5624,is depended upon by,dependent,inward
YARN-1409,MAPREDUCE-5623,is related to,Reference,inward
MAPREDUCE-5622,MAPREDUCE-4893,relates to,Reference,outward
HADOOP-9902,MAPREDUCE-5621,Is contained by,Container,inward
YARN-1390,MAPREDUCE-5618,is blocked by,Blocker,inward
MAPREDUCE-5699,MAPREDUCE-5618,is part of,Incorporates,inward
MAPREDUCE-5616,MAPREDUCE-3811,relates to,Reference,outward
MAPREDUCE-5607,MAPREDUCE-5086,is a clone of,Cloners,outward
MAPREDUCE-5603,MAPREDUCE-1981,relates to,Reference,outward
MAPREDUCE-2349,MAPREDUCE-5603,is related to,Reference,inward
MAPREDUCE-5597,MAPREDUCE-5346,contains,Container,outward
MAPREDUCE-5597,MAPREDUCE-5341,duplicates,Duplicate,outward
MAPREDUCE-5597,MAPREDUCE-5800,relates to,Reference,outward
MAPREDUCE-5427,MAPREDUCE-5593,is blocked by,Blocker,inward
MAPREDUCE-4012,MAPREDUCE-5589,is related to,Reference,inward
MAPREDUCE-5588,MAPREDUCE-2980,duplicates,Duplicate,outward
MAPREDUCE-5588,MAPREDUCE-3184,relates to,Reference,outward
HADOOP-10048,MAPREDUCE-5584,is related to,Reference,inward
HADOOP-9652,MAPREDUCE-5584,is broken by,Regression,inward
MAPREDUCE-6176,MAPREDUCE-5583,is duplicated by,Duplicate,inward
MAPREDUCE-5583,MAPREDUCE-224,relates to,Reference,outward
MAPREDUCE-5583,HADOOP-5170,relates to,Reference,outward
YARN-3274,MAPREDUCE-5583,is related to,Reference,inward
MAPREDUCE-6697,MAPREDUCE-5583,is related to,Reference,inward
MAPREDUCE-7274,MAPREDUCE-5583,is related to,Reference,inward
MAPREDUCE-5581,MAPREDUCE-5502,duplicates,Duplicate,outward
MAPREDUCE-3054,MAPREDUCE-5581,is broken by,Regression,inward
MAPREDUCE-5569,MAPREDUCE-5102,relates to,Reference,outward
YARN-128,MAPREDUCE-5567,is related to,Reference,inward
YARN-556,MAPREDUCE-5567,is related to,Reference,inward
MAPREDUCE-5559,MAPREDUCE-3339,relates to,Reference,outward
MAPREDUCE-5559,MAPREDUCE-5489,relates to,Reference,outward
MAPREDUCE-6014,MAPREDUCE-5550,is related to,Reference,inward
YARN-899,MAPREDUCE-5548,is related to,Reference,inward
MAPREDUCE-5547,MAPREDUCE-5538,relates to,Reference,outward
MAPREDUCE-5547,MAPREDUCE-5703,relates to,Reference,outward
MAPREDUCE-4401,MAPREDUCE-5546,is part of,Incorporates,inward
MAPREDUCE-5543,MAPREDUCE-5493,is a clone of,Cloners,outward
MAPREDUCE-5764,MAPREDUCE-5542,is duplicated by,Duplicate,inward
MAPREDUCE-5535,MAPREDUCE-5538,is duplicated by,Duplicate,inward
MAPREDUCE-5547,MAPREDUCE-5538,is related to,Reference,inward
MAPREDUCE-5505,MAPREDUCE-5538,is broken by,Regression,inward
HADOOP-10004,MAPREDUCE-5536,is related to,Reference,inward
MAPREDUCE-5535,MAPREDUCE-5538,duplicates,Duplicate,outward
MAPREDUCE-5534,MAPREDUCE-4421,relates to,Reference,outward
MAPREDUCE-5050,MAPREDUCE-5528,is duplicated by,Duplicate,inward
MAPREDUCE-5526,MAPREDUCE-5503,duplicates,Duplicate,outward
MAPREDUCE-6744,MAPREDUCE-5525,is related to,Reference,inward
YARN-1204,MAPREDUCE-5523,is related to,Reference,inward
MAPREDUCE-5503,MAPREDUCE-5516,is duplicated by,Duplicate,inward
MAPREDUCE-5515,YARN-1203,relates to,Reference,outward
YARN-1027,MAPREDUCE-5514,is broken by,Regression,inward
MAPREDUCE-5513,MAPREDUCE-5757,relates to,Reference,outward
HDFS-5211,MAPREDUCE-5508,is related to,Reference,inward
MAPREDUCE-5351,MAPREDUCE-5508,is related to,Reference,inward
HADOOP-9993,MAPREDUCE-5508,is related to,Reference,inward
MAPREDUCE-6513,MAPREDUCE-5507,is related to,Reference,inward
MAPREDUCE-5505,YARN-128,blocks,Blocker,outward
MAPREDUCE-5505,YARN-1195,relates to,Reference,outward
MAPREDUCE-5505,YARN-540,relates to,Reference,outward
MAPREDUCE-5505,MAPREDUCE-5538,breaks,Regression,outward
MAPREDUCE-5503,MAPREDUCE-5516,duplicates,Duplicate,outward
MAPREDUCE-5526,MAPREDUCE-5503,is duplicated by,Duplicate,inward
MAPREDUCE-5503,MAPREDUCE-5502,relates to,Reference,outward
MAPREDUCE-5581,MAPREDUCE-5502,is duplicated by,Duplicate,inward
MAPREDUCE-6135,MAPREDUCE-5502,is duplicated by,Duplicate,inward
MAPREDUCE-5481,MAPREDUCE-5502,is related to,Reference,inward
MAPREDUCE-5503,MAPREDUCE-5502,is related to,Reference,inward
MAPREDUCE-5501,YARN-1183,relates to,Reference,outward
MAPREDUCE-5500,MAPREDUCE-5137,duplicates,Duplicate,outward
MAPREDUCE-5499,YARN-609,relates to,Reference,outward
MAPREDUCE-5498,HADOOP-9935,duplicates,Duplicate,outward
HADOOP-9935,MAPREDUCE-5498,is part of,Incorporates,inward
MAPREDUCE-5762,MAPREDUCE-5496,is related to,Reference,inward
HDFS-3150,MAPREDUCE-5495,is related to,Reference,inward
MAPREDUCE-5543,MAPREDUCE-5493,is cloned by,Cloners,inward
MAPREDUCE-5493,TEZ-953,relates to,Reference,outward
MAPREDUCE-5492,MAPREDUCE-5,supercedes,Supercedes,outward
MAPREDUCE-5125,MAPREDUCE-5491,is related to,Reference,inward
MAPREDUCE-6454,MAPREDUCE-5490,is related to,Reference,inward
YARN-1141,MAPREDUCE-5489,is blocked by,Blocker,inward
YARN-1133,MAPREDUCE-5489,is related to,Reference,inward
MAPREDUCE-5559,MAPREDUCE-5489,is related to,Reference,inward
MAPREDUCE-6437,MAPREDUCE-5485,is duplicated by,Duplicate,inward
MAPREDUCE-5485,MAPREDUCE-6478,relates to,Reference,outward
MAPREDUCE-5485,MAPREDUCE-4815,relates to,Reference,outward
MAPREDUCE-6545,MAPREDUCE-5485,is related to,Reference,inward
MAPREDUCE-5485,MAPREDUCE-6555,breaks,Regression,outward
MAPREDUCE-5485,MAPREDUCE-6595,breaks,Regression,outward
MAPREDUCE-6608,MAPREDUCE-5485,is depended upon by,dependent,inward
MAPREDUCE-5357,MAPREDUCE-5483,is broken by,Regression,inward
MAPREDUCE-5481,MAPREDUCE-5502,relates to,Reference,outward
MAPREDUCE-5481,MAPREDUCE-5952,breaks,Regression,outward
MAPREDUCE-434,MAPREDUCE-5481,is broken by,Regression,inward
YARN-1085,MAPREDUCE-5480,is broken by,Regression,inward
MAPREDUCE-5476,MAPREDUCE-4841,duplicates,Duplicate,outward
MAPREDUCE-5476,YARN-128,relates to,Reference,outward
YARN-907,MAPREDUCE-5476,is related to,Reference,inward
MAPREDUCE-4819,MAPREDUCE-5476,is related to,Reference,inward
YARN-707,MAPREDUCE-5475,is blocked by,Blocker,inward
YARN-128,MAPREDUCE-5472,is related to,Reference,inward
MAPREDUCE-5471,MAPREDUCE-5127,duplicates,Duplicate,outward
YARN-540,MAPREDUCE-5471,is duplicated by,Duplicate,inward
YARN-540,MAPREDUCE-5471,is related to,Reference,inward
YARN-128,MAPREDUCE-5471,is related to,Reference,inward
MAPREDUCE-5367,MAPREDUCE-5470,is broken by,Regression,inward
MAPREDUCE-5469,MAPREDUCE-4804,duplicates,Duplicate,outward
MAPREDUCE-5079,MAPREDUCE-5468,is broken by,Regression,inward
MAPREDUCE-5466,MAPREDUCE-5401,duplicates,Duplicate,outward
YARN-128,MAPREDUCE-5466,is related to,Reference,inward
MAPREDUCE-6735,MAPREDUCE-5465,is related to,Reference,inward
MAPREDUCE-5831,MAPREDUCE-5464,is related to,Reference,inward
MAPREDUCE-5459,MAPREDUCE-5184,relates to,Reference,outward
MAPREDUCE-5194,MAPREDUCE-5456,is broken by,Regression,inward
MAPREDUCE-5455,MAPREDUCE-1176,relates to,Reference,outward
MAPREDUCE-5452,HIVE-4216,relates to,Reference,outward
MAPREDUCE-4401,MAPREDUCE-5451,is part of,Incorporates,inward
MAPREDUCE-5451,MAPREDUCE-5442,relates to,Reference,outward
HADOOP-11285,MAPREDUCE-5451,is related to,Reference,inward
YARN-1025,MAPREDUCE-5451,is related to,Reference,inward
MAPREDUCE-5451,MAPREDUCE-5642,breaks,Regression,outward
MAPREDUCE-5450,MAPREDUCE-5399,is a clone of,Cloners,outward
MAPREDUCE-5174,MAPREDUCE-5447,is duplicated by,Duplicate,inward
MAPREDUCE-4401,MAPREDUCE-5442,is part of,Incorporates,inward
MAPREDUCE-5451,MAPREDUCE-5442,is related to,Reference,inward
YARN-1138,MAPREDUCE-5442,is related to,Reference,inward
MAPREDUCE-5441,YARN-1097,duplicates,Duplicate,outward
MAPREDUCE-5439,AMBARI-2784,relates to,Reference,outward
MAPREDUCE-2815,MAPREDUCE-5438,is duplicated by,Duplicate,inward
HADOOP-10096,MAPREDUCE-5431,is duplicated by,Duplicate,inward
HADOOP-9991,MAPREDUCE-5431,is depended upon by,dependent,inward
MAPREDUCE-5430,HADOOP-9652,duplicates,Duplicate,outward
HADOOP-9787,MAPREDUCE-5428,is blocked by,Blocker,inward
MAPREDUCE-5427,MAPREDUCE-5593,blocks,Blocker,outward
MAPREDUCE-5427,MAPREDUCE-5632,duplicates,Duplicate,outward
MAPREDUCE-5426,YARN-945,duplicates,Duplicate,outward
MAPREDUCE-5424,MAPREDUCE-5421,duplicates,Duplicate,outward
MAPREDUCE-5423,MAPREDUCE-4842,duplicates,Duplicate,outward
MAPREDUCE-5422,YARN-676,relates to,Reference,outward
MAPREDUCE-5424,MAPREDUCE-5421,is duplicated by,Duplicate,inward
MAPREDUCE-5421,YARN-873,relates to,Reference,outward
HADOOP-9756,MAPREDUCE-5421,is related to,Reference,inward
MAPREDUCE-5418,MAPREDUCE-5641,duplicates,Duplicate,outward
MAPREDUCE-4428,MAPREDUCE-5418,is related to,Reference,inward
MAPREDUCE-4559,MAPREDUCE-5418,is related to,Reference,inward
MAPREDUCE-5418,YARN-910,depends upon,dependent,outward
OOZIE-1372,MAPREDUCE-5417,is related to,Reference,inward
MAPREDUCE-5412,YARN-926,relates to,Reference,outward
MAPREDUCE-6933,MAPREDUCE-5409,is duplicated by,Duplicate,inward
MAPREDUCE-5409,MAPREDUCE-4457,relates to,Reference,outward
MAPREDUCE-5408,MAPREDUCE-336,is a clone of,Cloners,outward
MAPREDUCE-5265,MAPREDUCE-5404,is related to,Reference,inward
YARN-973,MAPREDUCE-5403,is related to,Reference,inward
MAPREDUCE-5466,MAPREDUCE-5401,is duplicated by,Duplicate,inward
MAPREDUCE-6826,MAPREDUCE-5400,is related to,Reference,inward
MAPREDUCE-5450,MAPREDUCE-5399,is cloned by,Cloners,inward
MAPREDUCE-4511,MAPREDUCE-5399,is broken by,Regression,inward
MAPREDUCE-5398,YARN-513,depends upon,dependent,outward
MAPREDUCE-3021,MAPREDUCE-5397,is related to,Reference,inward
YARN-929,MAPREDUCE-5396,is duplicated by,Duplicate,inward
MAPREDUCE-5391,MAPREDUCE-4401,relates to,Reference,outward
HADOOP-8645,MAPREDUCE-5387,is part of,Incorporates,inward
YARN-445,MAPREDUCE-5387,is related to,Reference,inward
MAPREDUCE-5386,MAPREDUCE-5265,depends upon,dependent,outward
MAPREDUCE-5385,MAPREDUCE-5685,relates to,Reference,outward
MAPREDUCE-5384,MAPREDUCE-5364,relates to,Reference,outward
MAPREDUCE-4860,MAPREDUCE-5384,is related to,Reference,inward
MAPREDUCE-4900,MAPREDUCE-5381,is blocked by,Blocker,inward
HADOOP-9160,MAPREDUCE-5381,is blocked by,Blocker,inward
YARN-914,MAPREDUCE-5381,is related to,Reference,inward
HDFS-4680,MAPREDUCE-5379,is related to,Reference,inward
HADOOP-9775,MAPREDUCE-5379,is related to,Reference,inward
HADOOP-9709,MAPREDUCE-5378,is required by,Required,inward
MAPREDUCE-5378,HADOOP-9710,depends upon,dependent,outward
MAPREDUCE-5249,MAPREDUCE-5375,is duplicated by,Duplicate,inward
MAPREDUCE-5372,MAPREDUCE-5233,relates to,Reference,outward
MAPREDUCE-5367,MAPREDUCE-4278,relates to,Reference,outward
MAPREDUCE-5367,MAPREDUCE-5470,breaks,Regression,outward
MAHOUT-1325,MAPREDUCE-5367,is depended upon by,dependent,inward
MAPREDUCE-4401,MAPREDUCE-5366,is part of,Incorporates,inward
MAPREDUCE-5384,MAPREDUCE-5364,is related to,Reference,inward
MAPREDUCE-4860,MAPREDUCE-5364,is related to,Reference,inward
MAPREDUCE-4401,MAPREDUCE-5360,is part of,Incorporates,inward
MAPREDUCE-4401,MAPREDUCE-5359,is part of,Incorporates,inward
MAPREDUCE-4401,MAPREDUCE-5357,is part of,Incorporates,inward
MAPREDUCE-5357,MAPREDUCE-5483,breaks,Regression,outward
MAPREDUCE-4401,MAPREDUCE-5355,is part of,Incorporates,inward
MAPREDUCE-5351,MAPREDUCE-5508,relates to,Reference,outward
HADOOP-9620,MAPREDUCE-5349,is part of,Incorporates,inward
MAPREDUCE-4401,MAPREDUCE-5349,is part of,Incorporates,inward
MAPREDUCE-5349,MAPREDUCE-5083,relates to,Reference,outward
MAPREDUCE-5347,MAPREDUCE-5342,duplicates,Duplicate,outward
MAPREDUCE-5597,MAPREDUCE-5346,Is contained by,Container,inward
MAPREDUCE-5800,MAPREDUCE-5346,is related to,Reference,inward
MAPREDUCE-5345,MAPREDUCE-5342,duplicates,Duplicate,outward
MAPREDUCE-5344,MAPREDUCE-5342,duplicates,Duplicate,outward
MAPREDUCE-5343,MAPREDUCE-5342,duplicates,Duplicate,outward
MAPREDUCE-5343,MAPREDUCE-5342,is duplicated by,Duplicate,inward
MAPREDUCE-5344,MAPREDUCE-5342,is duplicated by,Duplicate,inward
MAPREDUCE-5345,MAPREDUCE-5342,is duplicated by,Duplicate,inward
MAPREDUCE-5347,MAPREDUCE-5342,is duplicated by,Duplicate,inward
MAPREDUCE-5597,MAPREDUCE-5341,is duplicated by,Duplicate,inward
MAPREDUCE-5340,MAPREDUCE-5339,duplicates,Duplicate,outward
MAPREDUCE-5340,MAPREDUCE-5339,is duplicated by,Duplicate,inward
MAPREDUCE-4401,MAPREDUCE-5331,is part of,Incorporates,inward
MAPREDUCE-5330,HADOOP-9677,relates to,Reference,outward
MAPREDUCE-5329,MAPREDUCE-4049,relates to,Reference,outward
MAPREDUCE-5329,YARN-841,relates to,Reference,outward
MAPREDUCE-5329,YARN-886,relates to,Reference,outward
MAPREDUCE-5329,MAPREDUCE-2668,relates to,Reference,outward
YARN-610,MAPREDUCE-5328,is related to,Reference,inward
MAPREDUCE-5327,YARN-829,relates to,Reference,outward
MAPREDUCE-5327,HADOOP-9649,relates to,Reference,outward
YARN-787,MAPREDUCE-5327,is broken by,Regression,inward
YARN-727,MAPREDUCE-5325,is related to,Reference,inward
TEZ-263,MAPREDUCE-5317,is related to,Reference,inward
MAPREDUCE-5746,MAPREDUCE-5317,is related to,Reference,inward
MAPREDUCE-5317,MAPREDUCE-5888,breaks,Regression,outward
MAPREDUCE-5311,TEZ-244,relates to,Reference,outward
YARN-787,MAPREDUCE-5311,is related to,Reference,inward
MAPREDUCE-5310,MAPREDUCE-5311,is related to,Reference,inward
MAPREDUCE-5310,YARN-787,blocks,Blocker,outward
MAPREDUCE-5310,YARN-689,relates to,Reference,outward
MAPREDUCE-5310,YARN-787,relates to,Reference,outward
MAPREDUCE-5310,YARN-788,relates to,Reference,outward
MAPREDUCE-5310,MAPREDUCE-5311,relates to,Reference,outward
MAPREDUCE-5310,YARN-789,relates to,Reference,outward
MAPREDUCE-5309,MAPREDUCE-4693,relates to,Reference,outward
MAPREDUCE-5303,YARN-724,relates to,Reference,outward
YARN-635,MAPREDUCE-5301,is blocked by,Blocker,inward
MAPREDUCE-5300,MAPREDUCE-5263,relates to,Reference,outward
MAPREDUCE-5299,MAPREDUCE-5220,relates to,Reference,outward
MAPREDUCE-5298,YARN-117,relates to,Reference,outward
MAPREDUCE-5298,YARN-530,depends upon,dependent,outward
YARN-748,MAPREDUCE-5297,is related to,Reference,inward
MAPREDUCE-5295,MAPREDUCE-5221,blocks,Blocker,outward
MAPREDUCE-5294,MAPREDUCE-5295,is blocked by,Blocker,inward
MAPREDUCE-5294,MAPREDUCE-5295,blocks,Blocker,outward
MAPREDUCE-5294,MAPREDUCE-5221,blocks,Blocker,outward
MAPREDUCE-5285,YARN-735,relates to,Reference,outward
YARN-716,MAPREDUCE-5282,is related to,Reference,inward
HADOOP-8645,MAPREDUCE-5277,is part of,Incorporates,inward
MAPREDUCE-5224,MAPREDUCE-5277,is related to,Reference,inward
MAPREDUCE-5272,MAPREDUCE-5263,relates to,Reference,outward
MAPREDUCE-5270,YARN-711,depends upon,dependent,outward
MAPREDUCE-6849,MAPREDUCE-5269,is related to,Reference,inward
MAPREDUCE-5269,MAPREDUCE-5189,depends upon,dependent,outward
MAPREDUCE-5269,MAPREDUCE-5196,depends upon,dependent,outward
MAPREDUCE-5269,MAPREDUCE-5197,depends upon,dependent,outward
MAPREDUCE-5269,MAPREDUCE-6434,depends upon,dependent,outward
MAPREDUCE-5269,MAPREDUCE-6444,depends upon,dependent,outward
MAPREDUCE-5266,MAPREDUCE-5265,depends upon,dependent,outward
MAPREDUCE-5265,MAPREDUCE-5404,relates to,Reference,outward
MAPREDUCE-5386,MAPREDUCE-5265,is depended upon by,dependent,inward
MAPREDUCE-5266,MAPREDUCE-5265,is depended upon by,dependent,inward
MAPREDUCE-5264,HADOOP-9361,relates to,Reference,outward
MAPREDUCE-5300,MAPREDUCE-5263,is related to,Reference,inward
MAPREDUCE-5272,MAPREDUCE-5263,is related to,Reference,inward
YARN-713,MAPREDUCE-5261,is related to,Reference,inward
YARN-617,MAPREDUCE-5261,is broken by,Regression,inward
MAPREDUCE-1397,MAPREDUCE-5260,is related to,Reference,inward
MAPREDUCE-4401,MAPREDUCE-5259,is part of,Incorporates,inward
YARN-617,MAPREDUCE-5257,is broken by,Regression,inward
MAPREDUCE-5038,MAPREDUCE-5256,is related to,Reference,inward
MAPREDUCE-5255,MAPREDUCE-5009,duplicates,Duplicate,outward
MAPREDUCE-5255,MAPREDUCE-3858,relates to,Reference,outward
MAPREDUCE-5255,MAPREDUCE-5009,relates to,Reference,outward
MAPREDUCE-4852,MAPREDUCE-5251,is duplicated by,Duplicate,inward
MAPREDUCE-5251,TEZ-952,relates to,Reference,outward
MAPREDUCE-5249,MAPREDUCE-5375,duplicates,Duplicate,outward
MAPREDUCE-4750,MAPREDUCE-5248,is related to,Reference,inward
MAPREDUCE-5247,HADOOP-9750,relates to,Reference,outward
MAPREDUCE-5246,YARN-563,depends upon,dependent,outward
MAPREDUCE-5243,MAPREDUCE-5214,duplicates,Duplicate,outward
MAPREDUCE-5240,BIGTOP-949,blocks,Blocker,outward
YARN-634,MAPREDUCE-5239,is related to,Reference,inward
MAPREDUCE-5236,MAPREDUCE-5130,duplicates,Duplicate,outward
MAPREDUCE-5130,MAPREDUCE-5236,is related to,Reference,inward
MAPREDUCE-5372,MAPREDUCE-5233,is related to,Reference,inward
MAPREDUCE-5227,HADOOP-10045,relates to,Reference,outward
MAPREDUCE-5225,MAPREDUCE-5157,relates to,Reference,outward
MAPREDUCE-5225,MAPREDUCE-1820,relates to,Reference,outward
HADOOP-8645,MAPREDUCE-5224,is part of,Incorporates,inward
MAPREDUCE-5224,MAPREDUCE-5277,relates to,Reference,outward
MAPREDUCE-5223,HADOOP-8921,relates to,Reference,outward
MAPREDUCE-5294,MAPREDUCE-5221,is blocked by,Blocker,inward
MAPREDUCE-5295,MAPREDUCE-5221,is blocked by,Blocker,inward
MAPREDUCE-5299,MAPREDUCE-5220,is related to,Reference,inward
MAPREDUCE-5243,MAPREDUCE-5214,is duplicated by,Duplicate,inward
YARN-631,MAPREDUCE-5212,is related to,Reference,inward
MAPREDUCE-3685,MAPREDUCE-5211,is broken by,Regression,inward
MAPREDUCE-5210,HADOOP-9554,blocks,Blocker,outward
MAPREDUCE-5209,TEZ-952,relates to,Reference,outward
HADOOP-9511,MAPREDUCE-5208,is blocked by,Blocker,inward
YARN-578,MAPREDUCE-5208,is related to,Reference,inward
MAPREDUCE-5130,MAPREDUCE-5207,is part of,Incorporates,inward
MAPREDUCE-5205,MAPREDUCE-5199,relates to,Reference,outward
YARN-629,MAPREDUCE-5204,is related to,Reference,inward
MAPREDUCE-5203,YARN-422,relates to,Reference,outward
MAPREDUCE-4069,MAPREDUCE-5199,is duplicated by,Duplicate,inward
YARN-579,MAPREDUCE-5199,is related to,Reference,inward
MAPREDUCE-5205,MAPREDUCE-5199,is related to,Reference,inward
MAPREDUCE-4584,MAPREDUCE-5197,is part of,Incorporates,inward
MAPREDUCE-5197,MAPREDUCE-5196,relates to,Reference,outward
MAPREDUCE-5196,MAPREDUCE-5197,is depended upon by,dependent,inward
MAPREDUCE-5269,MAPREDUCE-5197,is depended upon by,dependent,inward
MAPREDUCE-4584,MAPREDUCE-5196,is part of,Incorporates,inward
MAPREDUCE-5176,MAPREDUCE-5196,is related to,Reference,inward
MAPREDUCE-5197,MAPREDUCE-5196,is related to,Reference,inward
MAPREDUCE-5196,MAPREDUCE-5717,breaks,Regression,outward
MAPREDUCE-5196,MAPREDUCE-5912,breaks,Regression,outward
MAPREDUCE-5196,MAPREDUCE-5189,depends upon,dependent,outward
MAPREDUCE-5196,MAPREDUCE-5197,depends upon,dependent,outward
MAPREDUCE-5269,MAPREDUCE-5196,is depended upon by,dependent,inward
MAPREDUCE-4584,MAPREDUCE-5194,is part of,Incorporates,inward
MAPREDUCE-5194,MAPREDUCE-5456,breaks,Regression,outward
MAPREDUCE-4584,MAPREDUCE-5192,is part of,Incorporates,inward
MAPREDUCE-4401,MAPREDUCE-5191,is related to,Reference,inward
MAPREDUCE-5176,MAPREDUCE-5189,is related to,Reference,inward
YARN-567,MAPREDUCE-5189,is related to,Reference,inward
YARN-568,MAPREDUCE-5189,is related to,Reference,inward
YARN-569,MAPREDUCE-5189,is related to,Reference,inward
MAPREDUCE-5196,MAPREDUCE-5189,is depended upon by,dependent,inward
MAPREDUCE-5269,MAPREDUCE-5189,is depended upon by,dependent,inward
MAPREDUCE-4401,MAPREDUCE-5187,is part of,Incorporates,inward
MAPREDUCE-5187,YARN-199,relates to,Reference,outward
MAPREDUCE-1943,MAPREDUCE-5186,is related to,Reference,inward
