from_issue_key,to_issue_key,link_type,raw_link_type,direction
MAPREDUCE-6797,MAPREDUCE-6684,is related to,Reference,inward
MAPREDUCE-6698,MAPREDUCE-6684,is related to,Reference,inward
MAPREDUCE-6677,MAPREDUCE-6681,is related to,Reference,inward
MAPREDUCE-7101,MAPREDUCE-6680,is related to,Reference,inward
MAPREDUCE-6677,MAPREDUCE-6647,relates to,Reference,outward
MAPREDUCE-6677,MAPREDUCE-6681,relates to,Reference,outward
MAPREDUCE-6674,HADOOP-14724,relates to,Reference,outward
MAPREDUCE-6521,MAPREDUCE-6674,is related to,Reference,inward
MAPREDUCE-6758,MAPREDUCE-6674,is related to,Reference,inward
MAPREDUCE-4980,MAPREDUCE-6674,is related to,Reference,inward
YARN-4932,MAPREDUCE-6672,is part of,Incorporates,inward
YARN-4932,MAPREDUCE-6670,is part of,Incorporates,inward
MAPREDUCE-6669,MAPREDUCE-6638,duplicates,Duplicate,outward
HADOOP-14729,MAPREDUCE-6667,is superceded by,Supercedes,inward
MAPREDUCE-6666,MAPREDUCE-6466,relates to,Reference,outward
MAPREDUCE-6660,HADOOP-13031,relates to,Reference,outward
MAPREDUCE-6660,HDFS-9579,relates to,Reference,outward
MAPREDUCE-6982,MAPREDUCE-6659,is duplicated by,Duplicate,inward
MAPREDUCE-6659,YARN-3809,relates to,Reference,outward
MAPREDUCE-6363,MAPREDUCE-6656,is broken by,Regression,inward
MAPREDUCE-6949,MAPREDUCE-6648,is duplicated by,Duplicate,inward
MAPREDUCE-6677,MAPREDUCE-6647,is related to,Reference,inward
MAPREDUCE-6644,HADOOP-12470,depends upon,dependent,outward
MAPREDUCE-6642,MAPREDUCE-6520,depends upon,dependent,outward
MAPREDUCE-6640,YARN-2736,supercedes,Supercedes,outward
MAPREDUCE-6669,MAPREDUCE-6638,is duplicated by,Duplicate,inward
HADOOP-12810,MAPREDUCE-6637,is broken by,Regression,inward
HADOOP-12749,MAPREDUCE-6634,is blocked by,Blocker,inward
MAPREDUCE-6634,MAPREDUCE-6987,breaks,Regression,outward
TEZ-3833,MAPREDUCE-6633,is related to,Reference,inward
HDFS-9768,MAPREDUCE-6626,is related to,Reference,inward
YARN-4668,MAPREDUCE-6626,is related to,Reference,inward
MAPREDUCE-6566,MAPREDUCE-6625,is broken by,Regression,inward
MAPREDUCE-6623,MAPREDUCE-6579,duplicates,Duplicate,outward
MAPREDUCE-6623,YARN-4686,duplicates,Duplicate,outward
YARN-5309,MAPREDUCE-6621,is related to,Reference,inward
MAPREDUCE-6618,MAPREDUCE-6621,is related to,Reference,inward
MAPREDUCE-6620,MAPREDUCE-6817,breaks,Regression,outward
MAPREDUCE-6454,MAPREDUCE-6619,is related to,Reference,inward
MAPREDUCE-6618,MAPREDUCE-6621,relates to,Reference,outward
YARN-5309,MAPREDUCE-6618,is related to,Reference,inward
MAPREDUCE-6616,MAPREDUCE-6693,breaks,Regression,outward
MAPREDUCE-6605,MAPREDUCE-6614,is related to,Reference,inward
MAPREDUCE-6376,MAPREDUCE-6613,is related to,Reference,inward
MAPREDUCE-6611,YARN-4589,depends upon,dependent,outward
MAPREDUCE-6608,YARN-4602,relates to,Reference,outward
MAPREDUCE-6608,YARN-1489,relates to,Reference,outward
MAPREDUCE-6608,YARN-4758,relates to,Reference,outward
MAPREDUCE-6608,MAPREDUCE-5485,depends upon,dependent,outward
MAPREDUCE-6608,MAPREDUCE-4815,depends upon,dependent,outward
MAPREDUCE-6606,MAPREDUCE-6595,duplicates,Duplicate,outward
MAPREDUCE-6605,MAPREDUCE-6614,relates to,Reference,outward
YETUS-271,MAPREDUCE-6600,is related to,Reference,inward
MAPREDUCE-6606,MAPREDUCE-6595,is duplicated by,Duplicate,inward
MAPREDUCE-5485,MAPREDUCE-6595,is broken by,Regression,inward
MAPREDUCE-6593,MAPREDUCE-6591,duplicates,Duplicate,outward
YARN-4521,MAPREDUCE-6593,is duplicated by,Duplicate,inward
YARN-4234,MAPREDUCE-6593,is broken by,Regression,inward
MAPREDUCE-6592,YARN-435,duplicates,Duplicate,outward
MAPREDUCE-6593,MAPREDUCE-6591,is duplicated by,Duplicate,inward
MAPREDUCE-6590,MAPREDUCE-6577,duplicates,Duplicate,outward
MAPREDUCE-6589,HADOOP-12984,relates to,Reference,outward
MAPREDUCE-6021,MAPREDUCE-6588,is related to,Reference,inward
MAPREDUCE-6588,MAPREDUCE-6577,depends upon,dependent,outward
MAPREDUCE-6584,YETUS-260,relates to,Reference,outward
YETUS-260,MAPREDUCE-6583,is related to,Reference,inward
MAPREDUCE-6623,MAPREDUCE-6579,is duplicated by,Duplicate,inward
YARN-3946,MAPREDUCE-6579,is broken by,Regression,inward
MAPREDUCE-6577,MAPREDUCE-5799,duplicates,Duplicate,outward
MAPREDUCE-6590,MAPREDUCE-6577,is duplicated by,Duplicate,inward
HADOOP-13684,MAPREDUCE-6577,is related to,Reference,inward
MAPREDUCE-6021,MAPREDUCE-6577,is broken by,Regression,inward
MAPREDUCE-6588,MAPREDUCE-6577,is depended upon by,dependent,inward
MAPREDUCE-6576,MAPREDUCE-6472,duplicates,Duplicate,outward
OOZIE-2260,MAPREDUCE-6576,is related to,Reference,inward
MAPREDUCE-6573,MAPREDUCE-6436,relates to,Reference,outward
MAPREDUCE-6684,MAPREDUCE-6573,is related to,Reference,inward
MAPREDUCE-7179,MAPREDUCE-6566,is related to,Reference,inward
MAPREDUCE-6566,MAPREDUCE-6625,breaks,Regression,outward
HADOOP-13173,MAPREDUCE-6565,is duplicated by,Duplicate,inward
MAPREDUCE-6565,HADOOP-12954,relates to,Reference,outward
MAPREDUCE-6565,HADOOP-13206,relates to,Reference,outward
HADOOP-7733,MAPREDUCE-6565,is related to,Reference,inward
MAPREDUCE-6562,YARN-4403,relates to,Reference,outward
MAPREDUCE-6559,MAPREDUCE-6557,duplicates,Duplicate,outward
MAPREDUCE-6549,MAPREDUCE-6558,is related to,Reference,inward
MAPREDUCE-6559,MAPREDUCE-6557,is duplicated by,Duplicate,inward
MAPREDUCE-5485,MAPREDUCE-6555,is broken by,Regression,inward
MAPREDUCE-6415,MAPREDUCE-6550,is related to,Reference,inward
MAPREDUCE-6891,MAPREDUCE-6549,is duplicated by,Duplicate,inward
MAPREDUCE-6549,MAPREDUCE-6481,relates to,Reference,outward
MAPREDUCE-6549,MAPREDUCE-6558,relates to,Reference,outward
MAPREDUCE-6548,YARN-1051,relates to,Reference,outward
MAPREDUCE-6335,MAPREDUCE-6546,is related to,Reference,inward
YARN-2556,MAPREDUCE-6546,is related to,Reference,inward
MAPREDUCE-6545,MAPREDUCE-5485,relates to,Reference,outward
MAPREDUCE-6542,MAPREDUCE-6717,relates to,Reference,outward
MAPREDUCE-6541,MAPREDUCE-6513,relates to,Reference,outward
YARN-2859,MAPREDUCE-6540,is broken by,Regression,inward
MAPREDUCE-6539,MAPREDUCE-6536,relates to,Reference,outward
MAPREDUCE-6539,YETUS-138,relates to,Reference,outward
MAPREDUCE-6536,HADOOP-12651,blocks,Blocker,outward
MAPREDUCE-6536,MAPREDUCE-4769,duplicates,Duplicate,outward
MAPREDUCE-6536,YETUS-138,relates to,Reference,outward
MAPREDUCE-6539,MAPREDUCE-6536,is related to,Reference,inward
MAPREDUCE-6531,MAPREDUCE-728,is a clone of,Cloners,outward
MAPREDUCE-6526,HADOOP-12504,blocks,Blocker,outward
MAPREDUCE-6526,HADOOP-9281,duplicates,Duplicate,outward
MAPREDUCE-6526,MAPREDUCE-6861,breaks,Regression,outward
MAPREDUCE-6524,MAPREDUCE-6525,is duplicated by,Duplicate,inward
MAPREDUCE-6524,MAPREDUCE-6525,duplicates,Duplicate,outward
MAPREDUCE-6523,YARN-4283,duplicates,Duplicate,outward
YARN-4283,MAPREDUCE-6523,is duplicated by,Duplicate,inward
MAPREDUCE-6523,HADOOP-11890,relates to,Reference,outward
MAPREDUCE-6521,MAPREDUCE-6674,relates to,Reference,outward
HADOOP-16207,MAPREDUCE-6521,is depended upon by,dependent,inward
MAPREDUCE-6642,MAPREDUCE-6520,is depended upon by,dependent,inward
YARN-4283,MAPREDUCE-6519,is blocked by,Blocker,inward
MAPREDUCE-6519,HADOOP-11890,relates to,Reference,outward
MAPREDUCE-6518,HDFS-8894,relates to,Reference,outward
MAPREDUCE-6515,MAPREDUCE-7151,relates to,Reference,outward
MAPREDUCE-6515,MAPREDUCE-5870,relates to,Reference,outward
MAPREDUCE-6515,YARN-4170,depends upon,dependent,outward
MAPREDUCE-6513,MAPREDUCE-6514,is related to,Reference,inward
MAPREDUCE-6302,MAPREDUCE-6514,is broken by,Regression,inward
MAPREDUCE-6513,MAPREDUCE-5507,relates to,Reference,outward
MAPREDUCE-6513,MAPREDUCE-6514,relates to,Reference,outward
MAPREDUCE-6513,MAPREDUCE-6302,relates to,Reference,outward
MAPREDUCE-6541,MAPREDUCE-6513,is related to,Reference,inward
YARN-2005,MAPREDUCE-6511,is duplicated by,Duplicate,inward
YARN-4250,MAPREDUCE-6510,is duplicated by,Duplicate,inward
YARN-4250,MAPREDUCE-6510,is related to,Reference,inward
YARN-4140,MAPREDUCE-6510,is broken by,Regression,inward
MAPREDUCE-6508,HADOOP-12693,relates to,Reference,outward
MAPREDUCE-6201,MAPREDUCE-6508,is related to,Reference,inward
YARN-4126,MAPREDUCE-6508,is broken by,Regression,inward
MAPREDUCE-6458,MAPREDUCE-6504,is blocked by,Blocker,inward
MAPREDUCE-6491,MAPREDUCE-6504,is part of,Incorporates,inward
HADOOP-12456,MAPREDUCE-6503,is related to,Reference,inward
HADOOP-12451,MAPREDUCE-6503,is related to,Reference,inward
MAPREDUCE-6415,MAPREDUCE-6503,is related to,Reference,inward
MAPREDUCE-6479,MAPREDUCE-6502,is related to,Reference,inward
MAPREDUCE-6302,MAPREDUCE-6501,is related to,Reference,inward
MAPREDUCE-6415,MAPREDUCE-6495,is related to,Reference,inward
MAPREDUCE-6415,MAPREDUCE-6494,is related to,Reference,inward
MAPREDUCE-5982,MAPREDUCE-6492,is broken by,Regression,inward
MAPREDUCE-6491,MAPREDUCE-2061,contains,Container,outward
MAPREDUCE-6491,MAPREDUCE-6504,incorporates,Incorporates,outward
YARN-4789,MAPREDUCE-6491,is related to,Reference,inward
YARN-3813,MAPREDUCE-6490,is related to,Reference,inward
TEZ-3821,MAPREDUCE-6489,is related to,Reference,inward
MAPREDUCE-7022,MAPREDUCE-6489,is related to,Reference,inward
MAPREDUCE-6485,MAPREDUCE-7278,causes,Problem/Incident,outward
HDFS-9022,MAPREDUCE-6483,is blocked by,Blocker,inward
HDFS-9101,MAPREDUCE-6483,is depended upon by,dependent,inward
MAPREDUCE-6481,MAPREDUCE-5948,relates to,Reference,outward
MAPREDUCE-6549,MAPREDUCE-6481,is related to,Reference,inward
MAPREDUCE-6415,MAPREDUCE-6480,is related to,Reference,inward
MAPREDUCE-6479,MAPREDUCE-6502,relates to,Reference,outward
SPARK-18512,MAPREDUCE-6478,is related to,Reference,inward
MAPREDUCE-5485,MAPREDUCE-6478,is related to,Reference,inward
HDFS-9010,MAPREDUCE-6477,is related to,Reference,inward
BIGTOP-1403,MAPREDUCE-6474,is part of,Incorporates,inward
MAPREDUCE-6473,MAPREDUCE-6761,relates to,Reference,outward
MAPREDUCE-6576,MAPREDUCE-6472,is duplicated by,Duplicate,inward
MAPREDUCE-6472,OOZIE-2209,relates to,Reference,outward
MAPREDUCE-5899,MAPREDUCE-6471,is related to,Reference,inward
YARN-4125,MAPREDUCE-6470,is related to,Reference,inward
MAPREDUCE-6666,MAPREDUCE-6466,is related to,Reference,inward
MAPREDUCE-6363,MAPREDUCE-6465,Is contained by,Container,inward
HADOOP-12321,MAPREDUCE-6462,Is contained by,Container,inward
MAPREDUCE-6462,HADOOP-12321,depends upon,dependent,outward
MAPREDUCE-6346,MAPREDUCE-6459,is duplicated by,Duplicate,inward
MAPREDUCE-6459,MAPREDUCE-6346,relates to,Reference,outward
MAPREDUCE-6458,MAPREDUCE-6504,blocks,Blocker,outward
MAPREDUCE-6456,YARN-221,relates to,Reference,outward
MAPREDUCE-6454,MAPREDUCE-5490,relates to,Reference,outward
MAPREDUCE-6454,MAPREDUCE-4740,relates to,Reference,outward
MAPREDUCE-6454,MAPREDUCE-6619,relates to,Reference,outward
MAPREDUCE-6439,MAPREDUCE-6449,is related to,Reference,inward
MAPREDUCE-6721,MAPREDUCE-6445,is related to,Reference,inward
MAPREDUCE-6434,MAPREDUCE-6444,is related to,Reference,inward
MAPREDUCE-5269,MAPREDUCE-6444,is depended upon by,dependent,inward
MAPREDUCE-6443,YARN-4019,relates to,Reference,outward
HADOOP-9618,MAPREDUCE-6443,is related to,Reference,inward
MAPREDUCE-6685,MAPREDUCE-6441,is duplicated by,Duplicate,inward
MAPREDUCE-6992,MAPREDUCE-6441,is duplicated by,Duplicate,inward
MAPREDUCE-6441,MAPREDUCE-6766,relates to,Reference,outward
MAPREDUCE-6441,YARN-2624,relates to,Reference,outward
MAPREDUCE-6440,MAPREDUCE-7133,duplicates,Duplicate,outward
MAPREDUCE-6439,YARN-4021,relates to,Reference,outward
MAPREDUCE-6439,MAPREDUCE-6449,relates to,Reference,outward
YARN-4646,MAPREDUCE-6439,is related to,Reference,inward
MAPREDUCE-6437,MAPREDUCE-5485,duplicates,Duplicate,outward
MAPREDUCE-6684,MAPREDUCE-6436,is related to,Reference,inward
MAPREDUCE-6573,MAPREDUCE-6436,is related to,Reference,inward
MAPREDUCE-6434,MAPREDUCE-6444,relates to,Reference,outward
MAPREDUCE-5176,MAPREDUCE-6434,is related to,Reference,inward
MAPREDUCE-5269,MAPREDUCE-6434,is depended upon by,dependent,inward
HADOOP-11854,MAPREDUCE-6432,is related to,Reference,inward
HADOOP-11854,MAPREDUCE-6427,is related to,Reference,inward
MAPREDUCE-6424,YARN-3401,relates to,Reference,outward
YARN-4173,MAPREDUCE-6424,is related to,Reference,inward
MAPREDUCE-6304,MAPREDUCE-6421,is broken by,Regression,inward
MAPREDUCE-6419,YARN-3840,depends upon,dependent,outward
MAPREDUCE-6397,MAPREDUCE-6417,is related to,Reference,inward
HADOOP-11505,MAPREDUCE-6417,is related to,Reference,inward
HADOOP-11665,MAPREDUCE-6417,is related to,Reference,inward
HADOOP-11484,MAPREDUCE-6417,is related to,Reference,inward
MAPREDUCE-6415,MAPREDUCE-7236,relates to,Reference,outward
MAPREDUCE-6415,MAPREDUCE-7027,relates to,Reference,outward
MAPREDUCE-6415,MAPREDUCE-6480,relates to,Reference,outward
MAPREDUCE-6415,MAPREDUCE-6494,relates to,Reference,outward
MAPREDUCE-6415,MAPREDUCE-6495,relates to,Reference,outward
MAPREDUCE-6415,MAPREDUCE-6503,relates to,Reference,outward
MAPREDUCE-6415,MAPREDUCE-6550,relates to,Reference,outward
MAPREDUCE-6415,MAPREDUCE-7023,relates to,Reference,outward
MAPREDUCE-6415,MAPREDUCE-7235,relates to,Reference,outward
MAPREDUCE-6415,YARN-2942,relates to,Reference,outward
MAPREDUCE-6415,MAPREDUCE-6970,relates to,Reference,outward
MAPREDUCE-6415,YARN-4086,relates to,Reference,outward
MAPREDUCE-6415,YARN-4946,relates to,Reference,outward
MAPREDUCE-6415,YARN-3950,depends upon,dependent,outward
YARN-3835,MAPREDUCE-6413,is broken by,Regression,inward
MAPREDUCE-6407,HADOOP-12036,requires,Required,outward
MAPREDUCE-6364,MAPREDUCE-6405,is broken by,Regression,inward
MAPREDUCE-6739,MAPREDUCE-6404,is duplicated by,Duplicate,inward
MAPREDUCE-6404,MAPREDUCE-6338,relates to,Reference,outward
MAPREDUCE-6404,HADOOP-12097,depends upon,dependent,outward
MAPREDUCE-6174,MAPREDUCE-6400,is broken by,Regression,inward
MAPREDUCE-6398,YARN-3802,duplicates,Duplicate,outward
MAPREDUCE-6397,MAPREDUCE-6417,relates to,Reference,outward
MAPREDUCE-6397,HADOOP-11505,relates to,Reference,outward
HADOOP-11347,MAPREDUCE-6396,is broken by,Regression,inward
MAPREDUCE-6394,MAPREDUCE-6376,relates to,Reference,outward
MAPREDUCE-6391,YARN-3719,relates to,Reference,outward
MAPREDUCE-6390,HADOOP-11985,relates to,Reference,outward
MAPREDUCE-6390,HDFS-8478,relates to,Reference,outward
MAPREDUCE-6390,YARN-3719,relates to,Reference,outward
MAPREDUCE-6388,MAPREDUCE-6376,blocks,Blocker,outward
TEZ-3394,MAPREDUCE-6384,is related to,Reference,inward
MAPREDUCE-6382,MAPREDUCE-6371,duplicates,Duplicate,outward
MAPREDUCE-6297,MAPREDUCE-6382,is related to,Reference,inward
MAPREDUCE-6377,MAPREDUCE-5052,relates to,Reference,outward
MAPREDUCE-6388,MAPREDUCE-6376,is blocked by,Blocker,inward
MAPREDUCE-6376,MAPREDUCE-6613,relates to,Reference,outward
MAPREDUCE-6222,MAPREDUCE-6376,is related to,Reference,inward
MAPREDUCE-6394,MAPREDUCE-6376,is related to,Reference,inward
MAPREDUCE-6375,YARN-2942,relates to,Reference,outward
MAPREDUCE-6382,MAPREDUCE-6371,is duplicated by,Duplicate,inward
MAPREDUCE-6365,MAPREDUCE-5951,relates to,Reference,outward
MAPREDUCE-6364,MAPREDUCE-6405,breaks,Regression,outward
MAPREDUCE-6363,MAPREDUCE-6465,contains,Container,outward
MAPREDUCE-6363,HADOOP-15020,duplicates,Duplicate,outward
MAPREDUCE-6363,MAPREDUCE-6656,breaks,Regression,outward
HDFS-8362,MAPREDUCE-6360,is related to,Reference,inward
MAPREDUCE-6192,MAPREDUCE-6360,is broken by,Regression,inward
MAPREDUCE-6359,YARN-3560,duplicates,Duplicate,outward
MAPREDUCE-6192,MAPREDUCE-6358,is blocked by,Blocker,inward
MAPREDUCE-6358,HDFS-8356,relates to,Reference,outward
YARN-3069,MAPREDUCE-6358,is related to,Reference,inward
HADOOP-11854,MAPREDUCE-6356,is related to,Reference,inward
HADOOP-10387,MAPREDUCE-6356,is related to,Reference,inward
YARN-668,MAPREDUCE-6355,is broken by,Regression,inward
MAPREDUCE-6351,MAPREDUCE-6334,duplicates,Duplicate,outward
HADOOP-11854,MAPREDUCE-6349,is related to,Reference,inward
MAPREDUCE-6339,MAPREDUCE-6348,is duplicated by,Duplicate,inward
MAPREDUCE-6347,YARN-874,duplicates,Duplicate,outward
MAPREDUCE-6346,MAPREDUCE-6459,duplicates,Duplicate,outward
MAPREDUCE-6459,MAPREDUCE-6346,is related to,Reference,inward
MAPREDUCE-5785,MAPREDUCE-6343,is related to,Reference,inward
YARN-2784,MAPREDUCE-6342,is related to,Reference,inward
HADOOP-11854,MAPREDUCE-6341,is related to,Reference,inward
MAPREDUCE-6339,MAPREDUCE-6348,duplicates,Duplicate,outward
HADOOP-12097,MAPREDUCE-6338,is related to,Reference,inward
MAPREDUCE-6404,MAPREDUCE-6338,is related to,Reference,inward
YARN-2928,MAPREDUCE-6337,is part of,Incorporates,inward
MAPREDUCE-6337,YARN-3562,relates to,Reference,outward
YARN-3634,MAPREDUCE-6337,is related to,Reference,inward
MAPREDUCE-6337,MAPREDUCE-6335,depends upon,dependent,outward
MAPREDUCE-6336,MAPREDUCE-4815,depends upon,dependent,outward
YARN-2928,MAPREDUCE-6335,is part of,Incorporates,inward
MAPREDUCE-6335,MAPREDUCE-6546,relates to,Reference,outward
YARN-2556,MAPREDUCE-6335,is related to,Reference,inward
MAPREDUCE-6337,MAPREDUCE-6335,is depended upon by,dependent,inward
YARN-3390,MAPREDUCE-6335,is depended upon by,dependent,inward
MAPREDUCE-6351,MAPREDUCE-6334,is duplicated by,Duplicate,inward
MAPREDUCE-6297,MAPREDUCE-6333,is broken by,Regression,inward
MAPREDUCE-4808,MAPREDUCE-6332,is related to,Reference,inward
YARN-2928,MAPREDUCE-6331,is part of,Incorporates,inward
MAPREDUCE-6331,MAPREDUCE-6732,relates to,Reference,outward
MAPREDUCE-5858,MAPREDUCE-6331,is related to,Reference,inward
MAPREDUCE-6330,HADOOP-11854,relates to,Reference,outward
MAPREDUCE-6189,MAPREDUCE-6327,is blocked by,Blocker,inward
MAPREDUCE-6327,MAPREDUCE-6318,relates to,Reference,outward
MAPREDUCE-6327,YARN-3334,relates to,Reference,outward
MAPREDUCE-6327,YARN-3488,relates to,Reference,outward
MAPREDUCE-6327,YARN-3030,depends upon,dependent,outward
MAPREDUCE-6327,YARN-3039,depends upon,dependent,outward
MAPREDUCE-6327,YARN-3040,depends upon,dependent,outward
MAPREDUCE-6327,YARN-3041,depends upon,dependent,outward
MAPREDUCE-6327,YARN-3042,depends upon,dependent,outward
MAPREDUCE-5036,MAPREDUCE-6325,is part of,Incorporates,inward
MAPREDUCE-6324,MAPREDUCE-6230,relates to,Reference,outward
MAPREDUCE-6316,MAPREDUCE-6319,is blocked by,Blocker,inward
MAPREDUCE-6319,MAPREDUCE-6300,relates to,Reference,outward
MAPREDUCE-6327,MAPREDUCE-6318,is related to,Reference,inward
MAPREDUCE-6316,MAPREDUCE-6319,blocks,Blocker,outward
MAPREDUCE-6291,MAPREDUCE-6314,is broken by,Regression,inward
MAPREDUCE-6310,HADOOP-13250,blocks,Blocker,outward
HADOOP-13156,MAPREDUCE-6310,is blocked by,Blocker,inward
MAPREDUCE-6310,HADOOP-13423,relates to,Reference,outward
MAPREDUCE-6310,YARN-3426,relates to,Reference,outward
MAPREDUCE-6310,HADOOP-13428,relates to,Reference,outward
MAPREDUCE-6310,HDFS-10692,relates to,Reference,outward
MAPREDUCE-6310,HADOOP-11776,relates to,Reference,outward
MAPREDUCE-6301,MAPREDUCE-6309,is related to,Reference,inward
MAPREDUCE-6308,MAPREDUCE-6307,duplicates,Duplicate,outward
MAPREDUCE-6308,MAPREDUCE-6307,is duplicated by,Duplicate,inward
MAPREDUCE-6304,YARN-10394,contains,Container,outward
MAPREDUCE-6304,YARN-796,relates to,Reference,outward
MAPREDUCE-6304,YARN-3490,relates to,Reference,outward
MAPREDUCE-6304,MAPREDUCE-6890,relates to,Reference,outward
YARN-796,MAPREDUCE-6304,is related to,Reference,inward
YARN-2492,MAPREDUCE-6304,is related to,Reference,inward
MAPREDUCE-6304,MAPREDUCE-6421,breaks,Regression,outward
MAPREDUCE-6303,MAPREDUCE-6957,breaks,Regression,outward
MAPREDUCE-5891,MAPREDUCE-6303,is broken by,Regression,inward
MAPREDUCE-6302,YARN-1680,relates to,Reference,outward
MAPREDUCE-6302,YARN-3446,relates to,Reference,outward
MAPREDUCE-6302,MAPREDUCE-6501,relates to,Reference,outward
MAPREDUCE-6513,MAPREDUCE-6302,is related to,Reference,inward
YARN-3485,MAPREDUCE-6302,is related to,Reference,inward
MAPREDUCE-5844,MAPREDUCE-6302,is related to,Reference,inward
MAPREDUCE-6302,MAPREDUCE-6514,breaks,Regression,outward
MAPREDUCE-6302,MAPREDUCE-6689,breaks,Regression,outward
MAPREDUCE-6300,MAPREDUCE-6301,is duplicated by,Duplicate,inward
MAPREDUCE-6301,MAPREDUCE-6309,relates to,Reference,outward
MAPREDUCE-6300,MAPREDUCE-6301,duplicates,Duplicate,outward
MAPREDUCE-6319,MAPREDUCE-6300,is related to,Reference,inward
MAPREDUCE-6297,MAPREDUCE-6382,relates to,Reference,outward
MAPREDUCE-6297,MAPREDUCE-6333,breaks,Regression,outward
YARN-3304,MAPREDUCE-6295,is duplicated by,Duplicate,inward
YARN-3304,MAPREDUCE-6295,is related to,Reference,inward
MAPREDUCE-6165,MAPREDUCE-6292,is related to,Reference,inward
MAPREDUCE-6291,MAPREDUCE-6314,breaks,Regression,outward
MAPREDUCE-6289,MAPREDUCE-6238,duplicates,Duplicate,outward
MAPREDUCE-6288,MAPREDUCE-6271,blocks,Blocker,outward
MAPREDUCE-6886,MAPREDUCE-6288,is duplicated by,Duplicate,inward
MAPREDUCE-6886,MAPREDUCE-6288,is related to,Reference,inward
MAPREDUCE-6924,MAPREDUCE-6288,is related to,Reference,inward
MAPREDUCE-5875,MAPREDUCE-6288,is broken by,Regression,inward
MAPREDUCE-6925,MAPREDUCE-6288,is superceded by,Supercedes,inward
MAPREDUCE-6286,MAPREDUCE-5875,relates to,Reference,outward
MAPREDUCE-6280,MAPREDUCE-6275,relates to,Reference,outward
MAPREDUCE-6280,MAPREDUCE-6275,is related to,Reference,inward
MAPREDUCE-4815,MAPREDUCE-6275,is related to,Reference,inward
MAPREDUCE-6288,MAPREDUCE-6271,is blocked by,Blocker,inward
MAPREDUCE-5875,MAPREDUCE-6271,is related to,Reference,inward
MAPREDUCE-5951,MAPREDUCE-6267,is depended upon by,dependent,inward
