issue_key,event_time,from_status,to_status
MAPREDUCE-1959,2010-08-31T23:39:00.983000+00:00,Open,Patch Available
MAPREDUCE-1959,2010-11-11T22:10:35.950000+00:00,Patch Available,Open
MAPREDUCE-1959,2010-11-11T22:10:42.545000+00:00,Open,Patch Available
MAPREDUCE-1959,2011-09-07T08:17:01.144000+00:00,Patch Available,Open
MAPREDUCE-1958,2010-08-03T23:48:26.086000+00:00,Open,Resolved
MAPREDUCE-1958,2011-12-12T06:18:27.423000+00:00,Resolved,Closed
MAPREDUCE-1956,2010-07-21T22:24:07.996000+00:00,Open,Resolved
MAPREDUCE-1952,2014-07-30T23:05:32.762000+00:00,Open,Resolved
MAPREDUCE-1951,2011-02-24T19:56:17.859000+00:00,Open,Resolved
MAPREDUCE-1947,2010-08-12T09:06:05.129000+00:00,Open,Patch Available
MAPREDUCE-1947,2010-08-12T09:17:12.944000+00:00,Patch Available,Open
MAPREDUCE-1947,2014-07-30T23:03:06.215000+00:00,Open,Resolved
MAPREDUCE-1945,2010-07-20T00:55:02.208000+00:00,Open,Resolved
MAPREDUCE-1945,2011-12-12T06:19:41.707000+00:00,Resolved,Closed
MAPREDUCE-1943,2011-08-25T20:18:13.250000+00:00,Open,Resolved
MAPREDUCE-1943,2011-08-25T20:20:21.637000+00:00,Resolved,Closed
MAPREDUCE-1942,2010-07-16T20:21:52.287000+00:00,Open,Resolved
MAPREDUCE-1942,2010-08-24T21:21:50.410000+00:00,Resolved,Closed
MAPREDUCE-1941,2014-07-21T18:14:24.944000+00:00,Open,Resolved
MAPREDUCE-1939,2015-03-10T02:53:58.059000+00:00,Open,Resolved
MAPREDUCE-1938,2010-08-22T17:19:04.072000+00:00,Open,Patch Available
MAPREDUCE-1938,2010-09-02T08:33:59.500000+00:00,Patch Available,Open
MAPREDUCE-1938,2011-10-30T20:17:44.355000+00:00,Open,Resolved
MAPREDUCE-1938,2011-11-15T00:49:03.593000+00:00,Resolved,Closed
MAPREDUCE-1937,2010-08-18T20:21:18.211000+00:00,Open,Resolved
MAPREDUCE-1936,2010-07-15T18:36:58.444000+00:00,Open,Patch Available
MAPREDUCE-1936,2010-07-21T09:17:49.547000+00:00,Patch Available,Open
MAPREDUCE-1936,2010-07-21T09:21:56.564000+00:00,Open,Patch Available
MAPREDUCE-1936,2010-07-21T19:06:55.157000+00:00,Patch Available,Resolved
MAPREDUCE-1936,2011-12-12T06:19:51.239000+00:00,Resolved,Closed
MAPREDUCE-1935,2010-07-19T20:54:05.979000+00:00,Open,Resolved
MAPREDUCE-1935,2011-12-12T06:18:39.507000+00:00,Resolved,Closed
MAPREDUCE-1932,2011-12-18T11:45:02.508000+00:00,Open,Resolved
MAPREDUCE-1931,2010-10-19T11:14:41.716000+00:00,Open,Patch Available
MAPREDUCE-1931,2010-11-18T11:23:41.133000+00:00,Patch Available,Resolved
MAPREDUCE-1931,2011-12-12T06:18:37.765000+00:00,Resolved,Closed
MAPREDUCE-1930,2010-07-12T07:49:29.856000+00:00,Open,Resolved
MAPREDUCE-1929,2010-10-26T22:34:31.951000+00:00,Open,Patch Available
MAPREDUCE-1929,2011-01-11T19:24:43.433000+00:00,Patch Available,Resolved
MAPREDUCE-1927,2010-07-08T22:03:10.099000+00:00,Open,Patch Available
MAPREDUCE-1927,2010-08-13T00:54:10.248000+00:00,Patch Available,Open
MAPREDUCE-1927,2010-08-13T05:23:42.781000+00:00,Open,Patch Available
MAPREDUCE-1927,2010-08-25T01:47:41.638000+00:00,Patch Available,Open
MAPREDUCE-1927,2010-08-25T01:50:30.202000+00:00,Open,Patch Available
MAPREDUCE-1927,2011-02-28T05:37:17.307000+00:00,Patch Available,Resolved
MAPREDUCE-1927,2011-11-15T00:48:06.387000+00:00,Resolved,Closed
MAPREDUCE-1926,2010-07-29T17:57:44.538000+00:00,Open,Patch Available
MAPREDUCE-1926,2010-08-06T20:37:08.836000+00:00,Patch Available,Resolved
MAPREDUCE-1926,2010-08-24T21:21:49.480000+00:00,Resolved,Closed
MAPREDUCE-1925,2010-07-16T08:25:35.818000+00:00,Open,Patch Available
MAPREDUCE-1925,2010-07-19T05:45:10.742000+00:00,Patch Available,Open
MAPREDUCE-1925,2010-07-20T06:15:32.433000+00:00,Open,Patch Available
MAPREDUCE-1925,2010-07-23T07:08:23.499000+00:00,Patch Available,Open
MAPREDUCE-1925,2010-07-23T07:10:56.575000+00:00,Open,Patch Available
MAPREDUCE-1925,2010-07-23T22:05:29.329000+00:00,Patch Available,Resolved
MAPREDUCE-1925,2011-12-12T06:19:31.403000+00:00,Resolved,Closed
MAPREDUCE-1924,2010-08-13T23:19:20.942000+00:00,Open,Resolved
MAPREDUCE-1921,2010-07-07T01:58:55.585000+00:00,Open,Patch Available
MAPREDUCE-1921,2010-07-07T13:44:00.912000+00:00,Patch Available,Open
MAPREDUCE-1921,2010-07-07T13:44:51.269000+00:00,Open,Patch Available
MAPREDUCE-1921,2010-07-08T08:16:14.254000+00:00,Patch Available,Open
MAPREDUCE-1920,2010-07-08T12:10:23.625000+00:00,Open,Patch Available
MAPREDUCE-1920,2010-07-29T17:58:19.392000+00:00,Patch Available,Open
MAPREDUCE-1920,2010-07-29T17:58:38.112000+00:00,Open,Patch Available
MAPREDUCE-1920,2010-08-05T08:23:54.236000+00:00,Patch Available,Open
MAPREDUCE-1920,2010-08-05T08:24:05.445000+00:00,Open,Patch Available
MAPREDUCE-1920,2010-08-07T03:59:41.838000+00:00,Patch Available,Open
MAPREDUCE-1920,2010-08-07T03:59:51.507000+00:00,Open,Patch Available
MAPREDUCE-1920,2010-08-10T14:26:54.907000+00:00,Patch Available,Open
MAPREDUCE-1920,2010-08-10T14:32:27.331000+00:00,Open,Patch Available
MAPREDUCE-1920,2010-08-12T04:19:42.328000+00:00,Patch Available,Resolved
MAPREDUCE-1920,2010-08-24T21:21:48.743000+00:00,Resolved,Closed
MAPREDUCE-1918,2010-09-13T05:30:59.285000+00:00,Open,Resolved
MAPREDUCE-1918,2011-12-12T06:19:08.293000+00:00,Resolved,Closed
MAPREDUCE-1916,2010-07-12T09:32:28.299000+00:00,Open,Resolved
MAPREDUCE-1915,2010-07-05T23:06:18.111000+00:00,Open,Patch Available
MAPREDUCE-1915,2011-01-28T21:57:50.886000+00:00,Patch Available,Open
MAPREDUCE-1915,2011-01-28T21:58:45.442000+00:00,Open,Patch Available
MAPREDUCE-1915,2011-02-04T22:18:30.112000+00:00,Patch Available,Resolved
MAPREDUCE-1914,2010-07-31T00:12:05.906000+00:00,Open,Patch Available
MAPREDUCE-1914,2011-09-07T08:17:07.754000+00:00,Patch Available,Open
MAPREDUCE-1914,2014-07-30T21:53:49.166000+00:00,Open,Resolved
MAPREDUCE-1911,2010-07-08T05:32:51.009000+00:00,Open,Patch Available
MAPREDUCE-1911,2010-07-12T09:34:40.995000+00:00,Patch Available,Open
MAPREDUCE-1911,2010-07-12T10:34:51.908000+00:00,Open,Patch Available
MAPREDUCE-1911,2010-07-16T05:36:45.942000+00:00,Patch Available,Open
MAPREDUCE-1911,2010-07-16T05:50:45.570000+00:00,Open,Patch Available
MAPREDUCE-1911,2010-07-19T07:13:46.615000+00:00,Patch Available,Resolved
MAPREDUCE-1911,2011-12-12T06:19:50.345000+00:00,Resolved,Closed
MAPREDUCE-1910,2017-08-01T17:12:57.624000+00:00,Open,Resolved
MAPREDUCE-1908,2010-10-02T05:15:56.206000+00:00,Open,Patch Available
MAPREDUCE-1908,2010-10-11T21:48:48.105000+00:00,Patch Available,Resolved
MAPREDUCE-1908,2011-12-12T06:18:24.186000+00:00,Resolved,Closed
MAPREDUCE-1907,2014-07-30T21:35:53.553000+00:00,Open,Resolved
MAPREDUCE-1906,2010-07-06T17:52:16.911000+00:00,Open,Patch Available
MAPREDUCE-1906,2010-07-13T20:26:12.429000+00:00,Patch Available,Open
MAPREDUCE-1906,2010-07-13T20:44:28.406000+00:00,Open,Patch Available
MAPREDUCE-1906,2010-07-14T22:49:46.825000+00:00,Patch Available,Open
MAPREDUCE-1906,2010-07-14T22:50:04.897000+00:00,Open,Patch Available
MAPREDUCE-1906,2010-07-16T17:08:21.601000+00:00,Patch Available,Open
MAPREDUCE-1906,2010-12-27T02:16:08.257000+00:00,Open,Patch Available
MAPREDUCE-1906,2010-12-31T18:16:42.417000+00:00,Patch Available,Resolved
MAPREDUCE-1906,2011-11-15T00:49:32.136000+00:00,Resolved,Closed
MAPREDUCE-1905,2010-07-01T06:31:53.377000+00:00,Open,Patch Available
MAPREDUCE-1905,2010-07-02T07:50:57.285000+00:00,Patch Available,Open
MAPREDUCE-1905,2010-07-02T07:51:06.504000+00:00,Open,Patch Available
MAPREDUCE-1905,2010-10-08T04:59:27.816000+00:00,Patch Available,Open
MAPREDUCE-1905,2010-10-27T10:05:13.617000+00:00,Open,Patch Available
MAPREDUCE-1905,2010-11-11T04:11:01.930000+00:00,Patch Available,Resolved
MAPREDUCE-1905,2011-12-12T06:20:07.547000+00:00,Resolved,Closed
MAPREDUCE-1901,2015-11-13T18:57:10.049000+00:00,Open,Resolved
MAPREDUCE-1900,2010-07-29T22:54:45.149000+00:00,Open,Patch Available
MAPREDUCE-1900,2010-08-02T20:45:33.654000+00:00,Patch Available,Open
MAPREDUCE-1900,2010-08-02T20:45:46.170000+00:00,Open,Patch Available
MAPREDUCE-1900,2010-08-04T18:37:01.564000+00:00,Patch Available,Resolved
MAPREDUCE-1900,2011-12-12T06:19:44.435000+00:00,Resolved,Closed
MAPREDUCE-1899,2014-07-30T18:06:34.023000+00:00,Open,Resolved
MAPREDUCE-1898,2010-07-22T09:08:49.760000+00:00,Open,Patch Available
MAPREDUCE-1898,2010-07-22T12:13:44.383000+00:00,Patch Available,Open
MAPREDUCE-1898,2010-07-22T12:54:56.959000+00:00,Open,Patch Available
MAPREDUCE-1898,2010-07-22T21:06:39.998000+00:00,Patch Available,Open
MAPREDUCE-1898,2010-07-22T21:08:02.662000+00:00,Open,Patch Available
MAPREDUCE-1898,2011-09-07T08:17:19.512000+00:00,Patch Available,Open
MAPREDUCE-1897,2010-08-18T01:05:14.135000+00:00,Open,Patch Available
MAPREDUCE-1897,2010-09-02T05:47:12.159000+00:00,Patch Available,Resolved
MAPREDUCE-1896,2010-07-12T04:35:57.415000+00:00,Open,Patch Available
MAPREDUCE-1896,2010-07-16T20:10:35.553000+00:00,Patch Available,Resolved
MAPREDUCE-1896,2010-08-24T21:21:48.154000+00:00,Resolved,Closed
MAPREDUCE-1894,2010-06-30T22:18:38.173000+00:00,Open,Patch Available
MAPREDUCE-1894,2010-07-06T06:22:12.879000+00:00,Patch Available,Resolved
MAPREDUCE-1894,2011-12-12T06:20:07.141000+00:00,Resolved,Closed
MAPREDUCE-1893,2010-06-25T00:33:02.189000+00:00,Open,Patch Available
MAPREDUCE-1893,2010-07-02T00:36:08.049000+00:00,Patch Available,Resolved
MAPREDUCE-1893,2011-12-12T06:19:01.634000+00:00,Resolved,Closed
MAPREDUCE-1892,2010-11-01T21:04:28.811000+00:00,Open,Patch Available
MAPREDUCE-1892,2010-11-02T18:31:42.040000+00:00,Patch Available,Resolved
MAPREDUCE-1892,2011-12-12T06:19:35.751000+00:00,Resolved,Closed
MAPREDUCE-1888,2010-06-29T05:35:30.782000+00:00,Open,Patch Available
MAPREDUCE-1888,2010-06-29T10:18:43.071000+00:00,Patch Available,Open
MAPREDUCE-1888,2010-06-29T18:02:14.077000+00:00,Open,Patch Available
MAPREDUCE-1888,2010-06-30T05:24:30.614000+00:00,Patch Available,Resolved
MAPREDUCE-1888,2010-06-30T07:55:17.126000+00:00,Resolved,Reopened
MAPREDUCE-1888,2010-07-01T17:20:05.524000+00:00,Reopened,Patch Available
MAPREDUCE-1888,2010-07-05T05:12:28.219000+00:00,Patch Available,Resolved
MAPREDUCE-1888,2011-12-12T06:19:57.558000+00:00,Resolved,Closed
MAPREDUCE-1887,2010-06-22T20:22:17.469000+00:00,Open,Patch Available
MAPREDUCE-1887,2010-06-22T22:53:40.212000+00:00,Patch Available,Open
MAPREDUCE-1887,2010-06-23T00:15:34.501000+00:00,Open,Patch Available
MAPREDUCE-1887,2010-06-23T23:49:09.434000+00:00,Patch Available,Open
MAPREDUCE-1887,2010-06-23T23:49:28.891000+00:00,Open,Patch Available
MAPREDUCE-1887,2010-06-25T01:07:12.647000+00:00,Patch Available,Resolved
MAPREDUCE-1887,2011-12-12T06:18:25.081000+00:00,Resolved,Closed
MAPREDUCE-1885,2010-06-22T06:10:18.335000+00:00,Open,Resolved
MAPREDUCE-1885,2010-08-24T21:21:47.739000+00:00,Resolved,Closed
MAPREDUCE-1884,2011-11-02T17:40:14.645000+00:00,Open,Resolved
MAPREDUCE-1881,2010-07-25T23:19:24.707000+00:00,Open,Patch Available
MAPREDUCE-1881,2010-08-05T21:28:12.198000+00:00,Patch Available,Open
MAPREDUCE-1881,2010-08-05T21:28:18.046000+00:00,Open,Patch Available
MAPREDUCE-1881,2010-08-16T03:36:49.426000+00:00,Patch Available,Open
MAPREDUCE-1881,2010-08-16T03:36:55.992000+00:00,Open,Patch Available
MAPREDUCE-1881,2010-08-16T23:34:00.237000+00:00,Patch Available,Open
MAPREDUCE-1881,2010-08-16T23:34:07.143000+00:00,Open,Patch Available
MAPREDUCE-1881,2010-08-20T17:46:57.777000+00:00,Patch Available,Resolved
MAPREDUCE-1880,2010-06-19T21:44:42.973000+00:00,Open,Patch Available
MAPREDUCE-1880,2010-06-22T03:33:40.930000+00:00,Patch Available,Resolved
MAPREDUCE-1880,2010-08-24T21:21:43.892000+00:00,Resolved,Closed
MAPREDUCE-1879,2014-07-30T21:00:05.333000+00:00,Open,Resolved
MAPREDUCE-1878,2010-06-19T01:51:33.556000+00:00,Open,Patch Available
MAPREDUCE-1878,2010-06-22T00:31:17.927000+00:00,Patch Available,Open
MAPREDUCE-1878,2010-06-22T00:31:23.666000+00:00,Open,Patch Available
MAPREDUCE-1878,2010-11-17T19:49:57.622000+00:00,Patch Available,Open
MAPREDUCE-1878,2010-11-17T19:50:51.541000+00:00,Open,Patch Available
MAPREDUCE-1878,2010-12-03T22:49:05.923000+00:00,Patch Available,Resolved
MAPREDUCE-1878,2011-12-12T06:19:36.440000+00:00,Resolved,Closed
MAPREDUCE-1876,2010-06-22T10:36:41.549000+00:00,Open,Patch Available
MAPREDUCE-1876,2010-06-25T11:48:28.586000+00:00,Patch Available,Resolved
MAPREDUCE-1876,2010-08-24T21:21:43.391000+00:00,Resolved,Closed
MAPREDUCE-1875,2010-06-17T14:58:28.812000+00:00,Open,Resolved
MAPREDUCE-1874,2014-07-30T20:21:21.097000+00:00,Open,Resolved
MAPREDUCE-1872,2014-07-30T20:18:22.881000+00:00,Open,Resolved
MAPREDUCE-1871,2010-07-23T07:09:53.342000+00:00,Open,Patch Available
MAPREDUCE-1871,2010-07-27T04:16:33.178000+00:00,Patch Available,Open
MAPREDUCE-1871,2010-07-27T04:17:09.063000+00:00,Open,Patch Available
MAPREDUCE-1871,2011-09-07T08:17:28.107000+00:00,Patch Available,Open
MAPREDUCE-1871,2014-07-30T18:05:49.003000+00:00,Open,Resolved
MAPREDUCE-1870,2010-06-22T23:26:10.196000+00:00,Open,Patch Available
MAPREDUCE-1870,2010-07-01T05:05:12.370000+00:00,Patch Available,Resolved
MAPREDUCE-1870,2010-08-24T21:21:42.956000+00:00,Resolved,Closed
MAPREDUCE-1869,2011-11-02T17:40:29.208000+00:00,Open,Resolved
MAPREDUCE-1868,2010-06-20T21:37:06.684000+00:00,Open,Patch Available
MAPREDUCE-1868,2010-06-23T00:34:25.363000+00:00,Patch Available,Open
MAPREDUCE-1868,2010-06-23T00:45:43.340000+00:00,Open,Patch Available
MAPREDUCE-1868,2010-06-23T17:38:46.062000+00:00,Patch Available,Resolved
MAPREDUCE-1868,2011-12-12T06:19:22.676000+00:00,Resolved,Closed
MAPREDUCE-1867,2010-06-15T11:39:13.106000+00:00,Open,Patch Available
MAPREDUCE-1867,2010-07-21T08:48:23.220000+00:00,Patch Available,Open
MAPREDUCE-1867,2010-07-21T09:55:33.168000+00:00,Open,Patch Available
MAPREDUCE-1867,2010-10-26T19:05:56.545000+00:00,Patch Available,Resolved
MAPREDUCE-1866,2010-06-15T08:36:49.674000+00:00,Open,Patch Available
MAPREDUCE-1866,2010-07-29T05:51:06.041000+00:00,Patch Available,Resolved
MAPREDUCE-1865,2010-07-14T08:26:10.090000+00:00,Open,Patch Available
MAPREDUCE-1865,2010-07-16T06:00:40.726000+00:00,Patch Available,Open
MAPREDUCE-1865,2010-07-16T06:00:50.178000+00:00,Open,Patch Available
MAPREDUCE-1865,2010-07-16T06:36:23.503000+00:00,Patch Available,Resolved
MAPREDUCE-1865,2011-12-12T06:19:58.931000+00:00,Resolved,Closed
MAPREDUCE-1864,2010-06-24T08:24:46.499000+00:00,Open,Patch Available
MAPREDUCE-1864,2010-06-29T10:10:15.699000+00:00,Patch Available,Open
MAPREDUCE-1864,2010-06-29T10:10:29.441000+00:00,Open,Patch Available
MAPREDUCE-1864,2010-07-02T06:21:30.111000+00:00,Patch Available,Resolved
MAPREDUCE-1864,2011-12-12T06:19:57.716000+00:00,Resolved,Closed
MAPREDUCE-1863,2010-06-25T05:38:10.629000+00:00,Open,Patch Available
MAPREDUCE-1863,2010-06-29T06:46:37.992000+00:00,Patch Available,Resolved
MAPREDUCE-1863,2011-12-12T06:19:37.847000+00:00,Resolved,Closed
MAPREDUCE-1862,2010-06-12T05:41:14.958000+00:00,Open,Patch Available
MAPREDUCE-1862,2010-06-15T19:11:33.504000+00:00,Patch Available,Resolved
MAPREDUCE-1861,2010-07-08T18:46:10.781000+00:00,Open,Patch Available
MAPREDUCE-1861,2010-07-09T18:34:43.862000+00:00,Patch Available,Open
MAPREDUCE-1861,2010-07-09T18:34:55.260000+00:00,Open,Patch Available
MAPREDUCE-1861,2010-07-12T18:33:33.527000+00:00,Patch Available,Open
MAPREDUCE-1861,2010-07-12T18:35:30.214000+00:00,Open,Patch Available
MAPREDUCE-1861,2010-07-13T18:08:04.019000+00:00,Patch Available,Open
MAPREDUCE-1861,2010-07-13T18:08:31.494000+00:00,Open,Patch Available
MAPREDUCE-1861,2010-11-05T17:23:59.379000+00:00,Patch Available,Open
MAPREDUCE-1861,2010-12-09T04:01:13.801000+00:00,Open,Patch Available
MAPREDUCE-1861,2010-12-10T23:16:31.873000+00:00,Patch Available,Open
MAPREDUCE-1861,2010-12-10T23:16:40.245000+00:00,Open,Patch Available
MAPREDUCE-1861,2010-12-10T23:20:18.923000+00:00,Patch Available,Open
MAPREDUCE-1861,2011-03-31T21:20:28.933000+00:00,Open,Resolved
MAPREDUCE-1861,2011-11-15T00:49:09.459000+00:00,Resolved,Closed
MAPREDUCE-1860,2010-06-12T00:04:20.353000+00:00,Open,Resolved
MAPREDUCE-1859,2014-07-30T20:14:49.650000+00:00,Open,Resolved
MAPREDUCE-1858,2010-06-13T04:40:40.068000+00:00,Open,Resolved
MAPREDUCE-1857,2010-06-11T08:15:47.462000+00:00,Open,Patch Available
MAPREDUCE-1857,2010-06-14T04:32:24.858000+00:00,Patch Available,Open
MAPREDUCE-1857,2010-06-14T04:32:44.977000+00:00,Open,Patch Available
MAPREDUCE-1857,2010-06-14T11:26:48.126000+00:00,Patch Available,Open
MAPREDUCE-1857,2010-06-14T11:33:13.731000+00:00,Open,Patch Available
MAPREDUCE-1857,2010-06-16T03:35:55.974000+00:00,Patch Available,Open
MAPREDUCE-1857,2010-06-16T03:36:08.788000+00:00,Open,Patch Available
MAPREDUCE-1857,2010-06-23T07:09:29.875000+00:00,Patch Available,Open
MAPREDUCE-1857,2010-06-23T07:09:40.500000+00:00,Open,Patch Available
MAPREDUCE-1857,2010-06-24T06:55:31.733000+00:00,Patch Available,Resolved
MAPREDUCE-1856,2010-07-01T01:41:03.206000+00:00,Open,Patch Available
MAPREDUCE-1856,2010-07-02T18:41:18.811000+00:00,Patch Available,Open
MAPREDUCE-1856,2010-07-02T18:44:21.687000+00:00,Open,Patch Available
MAPREDUCE-1856,2010-07-21T06:49:01.502000+00:00,Patch Available,Open
MAPREDUCE-1856,2010-07-21T06:49:31.223000+00:00,Open,Patch Available
MAPREDUCE-1856,2010-07-21T06:49:53.682000+00:00,Patch Available,Open
MAPREDUCE-1856,2010-07-21T06:51:14.370000+00:00,Open,Patch Available
MAPREDUCE-1856,2010-07-28T20:34:26.927000+00:00,Patch Available,Open
MAPREDUCE-1856,2010-07-28T20:34:41.885000+00:00,Open,Patch Available
MAPREDUCE-1856,2010-08-05T23:46:44.614000+00:00,Patch Available,Open
MAPREDUCE-1856,2010-08-05T23:48:09.540000+00:00,Open,Patch Available
MAPREDUCE-1856,2010-08-12T04:22:05.499000+00:00,Patch Available,Open
MAPREDUCE-1856,2010-08-12T04:22:33.325000+00:00,Open,Patch Available
MAPREDUCE-1856,2010-08-17T02:42:14.243000+00:00,Patch Available,Resolved
MAPREDUCE-1856,2010-08-24T21:21:42.296000+00:00,Resolved,Closed
MAPREDUCE-1855,2010-06-23T00:25:13.474000+00:00,Open,Resolved
MAPREDUCE-1853,2010-06-14T04:28:09.585000+00:00,Open,Patch Available
MAPREDUCE-1853,2010-06-16T11:25:45.392000+00:00,Patch Available,Resolved
MAPREDUCE-1853,2010-08-24T21:21:41.759000+00:00,Resolved,Closed
MAPREDUCE-1852,2014-07-30T20:11:35.111000+00:00,Open,Resolved
MAPREDUCE-1851,2010-06-11T10:49:24.338000+00:00,Open,Patch Available
MAPREDUCE-1851,2010-06-16T09:53:03.073000+00:00,Patch Available,Open
MAPREDUCE-1851,2010-06-16T09:55:48.678000+00:00,Open,Patch Available
MAPREDUCE-1851,2010-06-23T07:14:25.506000+00:00,Patch Available,Resolved
MAPREDUCE-1851,2011-12-12T06:18:37.401000+00:00,Resolved,Closed
MAPREDUCE-1850,2010-06-14T23:37:12.116000+00:00,Open,Patch Available
MAPREDUCE-1850,2010-06-23T01:12:40.895000+00:00,Patch Available,Open
MAPREDUCE-1850,2010-06-23T01:15:52.795000+00:00,Open,Patch Available
MAPREDUCE-1850,2010-06-23T17:45:07.142000+00:00,Patch Available,Open
MAPREDUCE-1850,2010-06-23T20:15:46.142000+00:00,Open,Patch Available
MAPREDUCE-1850,2010-06-25T05:00:51.808000+00:00,Patch Available,Open
MAPREDUCE-1850,2010-06-25T06:30:08.885000+00:00,Open,Patch Available
MAPREDUCE-1850,2010-06-28T04:34:31.072000+00:00,Patch Available,Open
MAPREDUCE-1850,2010-06-28T04:34:43.768000+00:00,Open,Patch Available
MAPREDUCE-1850,2010-06-29T09:37:46.166000+00:00,Patch Available,Resolved
MAPREDUCE-1850,2011-12-12T06:19:29.269000+00:00,Resolved,Closed
MAPREDUCE-1849,2013-03-22T19:36:29.022000+00:00,Open,Resolved
MAPREDUCE-1848,2010-06-14T22:47:30.012000+00:00,Open,Patch Available
MAPREDUCE-1848,2010-06-16T22:56:37.220000+00:00,Patch Available,Open
MAPREDUCE-1848,2010-06-16T22:56:46.986000+00:00,Open,Patch Available
MAPREDUCE-1848,2010-06-17T18:27:10.319000+00:00,Patch Available,Open
MAPREDUCE-1848,2010-06-18T02:14:03.849000+00:00,Open,Patch Available
MAPREDUCE-1848,2010-06-23T22:29:50.513000+00:00,Patch Available,Open
MAPREDUCE-1848,2010-06-23T22:30:06.691000+00:00,Open,Patch Available
MAPREDUCE-1848,2010-07-15T23:31:47.453000+00:00,Patch Available,Resolved
MAPREDUCE-1848,2011-12-12T06:19:43.550000+00:00,Resolved,Closed
MAPREDUCE-1847,2011-11-02T17:40:43.719000+00:00,Open,Resolved
MAPREDUCE-1846,2010-06-30T18:37:58.079000+00:00,Open,Resolved
MAPREDUCE-1846,2011-11-24T01:10:59.139000+00:00,Resolved,Reopened
MAPREDUCE-1846,2011-11-24T01:11:11.170000+00:00,Reopened,Resolved
MAPREDUCE-1845,2010-06-19T02:21:19.910000+00:00,Open,Patch Available
MAPREDUCE-1845,2010-06-22T21:58:15.329000+00:00,Patch Available,Open
MAPREDUCE-1845,2010-06-22T21:58:48.357000+00:00,Open,Patch Available
MAPREDUCE-1845,2010-06-26T20:36:51.620000+00:00,Patch Available,Open
MAPREDUCE-1845,2010-06-26T20:56:46.741000+00:00,Open,Patch Available
MAPREDUCE-1845,2010-07-01T23:10:53.377000+00:00,Patch Available,Resolved
MAPREDUCE-1845,2010-08-24T21:21:41.301000+00:00,Resolved,Closed
MAPREDUCE-1844,2010-06-25T20:42:23.661000+00:00,Open,Resolved
MAPREDUCE-1843,2010-06-07T08:15:22.766000+00:00,Open,Resolved
MAPREDUCE-1841,2014-07-30T19:57:20.946000+00:00,Open,Resolved
MAPREDUCE-1840,2010-07-13T07:45:28.022000+00:00,Open,Patch Available
MAPREDUCE-1840,2010-07-14T09:23:26.294000+00:00,Patch Available,Resolved
MAPREDUCE-1840,2011-12-12T06:19:29.802000+00:00,Resolved,Closed
MAPREDUCE-1839,2010-06-04T18:48:42.198000+00:00,Open,Resolved
MAPREDUCE-1838,2010-06-30T22:29:39.543000+00:00,Open,Patch Available
MAPREDUCE-1838,2010-07-06T06:27:05.209000+00:00,Patch Available,Resolved
MAPREDUCE-1837,2017-08-01T17:12:58.036000+00:00,Open,Resolved
MAPREDUCE-1836,2010-06-03T22:41:19.075000+00:00,Open,Patch Available
MAPREDUCE-1836,2010-06-04T00:41:38.646000+00:00,Patch Available,Resolved
MAPREDUCE-1836,2011-12-12T06:20:04.489000+00:00,Resolved,Closed
MAPREDUCE-1835,2014-07-30T19:54:31.315000+00:00,Open,Resolved
MAPREDUCE-1834,2010-07-27T07:52:15.279000+00:00,Open,Patch Available
MAPREDUCE-1834,2010-07-27T09:47:31.612000+00:00,Patch Available,Open
MAPREDUCE-1834,2010-07-27T09:47:43.851000+00:00,Open,Patch Available
MAPREDUCE-1834,2010-07-29T11:27:43.009000+00:00,Patch Available,Open
MAPREDUCE-1834,2010-07-29T11:27:56.050000+00:00,Open,Patch Available
MAPREDUCE-1834,2010-07-31T00:55:06.332000+00:00,Patch Available,Open
MAPREDUCE-1834,2010-08-02T04:00:50.626000+00:00,Open,Patch Available
MAPREDUCE-1834,2010-08-03T00:20:24.441000+00:00,Patch Available,Open
MAPREDUCE-1834,2010-08-03T00:21:52.570000+00:00,Open,Patch Available
MAPREDUCE-1834,2010-08-03T18:24:48.957000+00:00,Patch Available,Resolved
MAPREDUCE-1834,2011-12-12T06:20:01.329000+00:00,Resolved,Closed
MAPREDUCE-1833,2010-07-13T00:51:59.629000+00:00,Open,Resolved
MAPREDUCE-1832,2010-06-02T02:15:45.755000+00:00,Open,Patch Available
MAPREDUCE-1832,2010-06-04T02:09:33.051000+00:00,Patch Available,Resolved
MAPREDUCE-1832,2010-08-24T21:21:40.789000+00:00,Resolved,Closed
MAPREDUCE-1831,2010-06-09T01:31:55.822000+00:00,Open,Patch Available
MAPREDUCE-1831,2010-06-09T01:37:04.240000+00:00,Patch Available,Open
MAPREDUCE-1831,2010-06-09T01:37:37.225000+00:00,Open,Patch Available
MAPREDUCE-1831,2010-06-11T01:17:06.173000+00:00,Patch Available,Open
MAPREDUCE-1831,2010-06-11T02:37:57.765000+00:00,Open,Patch Available
MAPREDUCE-1831,2010-06-11T21:30:28.900000+00:00,Patch Available,Open
MAPREDUCE-1831,2010-06-11T21:31:10.560000+00:00,Open,Patch Available
MAPREDUCE-1831,2010-06-15T00:01:34.818000+00:00,Patch Available,Open
MAPREDUCE-1831,2010-06-15T00:01:42.058000+00:00,Open,Patch Available
MAPREDUCE-1831,2010-06-18T00:36:46.410000+00:00,Patch Available,Open
MAPREDUCE-1831,2010-06-18T00:37:58.721000+00:00,Open,Patch Available
