assignee_code,Skill_Tag,issue_count,skill_level
A-8159,Feature / Improvement Implementation,1,1
A-816,Feature / Improvement Implementation,3,2
A-816,Documentation,2,1
A-816,Bug fixing / Maintenance,1,1
A-8160,Bug fixing / Maintenance,1,1
A-8161,Testing & Verification,10,3
A-8161,Bug fixing / Maintenance,8,3
A-8161,Feature / Improvement Implementation,5,2
A-8161,Build & Release Engineering,2,1
A-8161,Documentation,1,1
A-8162,Bug fixing / Maintenance,1,1
A-8162,Other,1,1
A-8163,Bug fixing / Maintenance,1,1
A-8164,Bug fixing / Maintenance,2,1
A-8164,Feature / Improvement Implementation,2,1
A-8165,Bug fixing / Maintenance,1,1
A-8166,Bug fixing / Maintenance,10,3
A-8167,Testing & Verification,1,1
A-8168,Bug fixing / Maintenance,1,1
A-8169,Bug fixing / Maintenance,1,1
A-817,Documentation,12,4
A-817,Feature / Improvement Implementation,12,4
A-817,Bug fixing / Maintenance,7,3
A-817,Build & Release Engineering,7,3
A-817,Other,5,2
A-817,Code Refactoring & Cleanup,1,1
A-817,Testing & Verification,1,1
A-8170,Feature / Improvement Implementation,1,1
A-8170,Other,1,1
A-8171,Bug fixing / Maintenance,1,1
A-8172,Testing & Verification,4,2
A-8172,Bug fixing / Maintenance,2,1
A-8172,Feature / Improvement Implementation,1,1
A-8173,Bug fixing / Maintenance,1,1
A-8174,Bug fixing / Maintenance,1,1
A-8175,Feature / Improvement Implementation,1,1
A-8176,Testing & Verification,3,2
A-8176,Bug fixing / Maintenance,2,1
A-8177,Bug fixing / Maintenance,1,1
A-8178,Bug fixing / Maintenance,2,1
A-8179,Bug fixing / Maintenance,1,1
A-818,Other,36,5
A-818,Testing & Verification,9,3
A-818,Feature / Improvement Implementation,6,3
A-818,Bug fixing / Maintenance,4,2
A-818,Design & API Evolution,2,1
A-818,Build & Release Engineering,1,1
A-818,Documentation,1,1
A-8180,Bug fixing / Maintenance,1,1
A-8181,Feature / Improvement Implementation,1,1
A-8182,Bug fixing / Maintenance,5,2
A-8182,Feature / Improvement Implementation,5,2
A-8183,Testing & Verification,3,2
A-8184,Bug fixing / Maintenance,1,1
A-8185,Bug fixing / Maintenance,31,5
A-8185,Other,6,3
A-8185,Testing & Verification,6,3
A-8185,Feature / Improvement Implementation,4,2
A-8186,Bug fixing / Maintenance,1,1
A-8186,Feature / Improvement Implementation,1,1
A-8187,Bug fixing / Maintenance,2,1
A-8188,Other,3,2
A-8188,Bug fixing / Maintenance,1,1
A-8188,Feature / Improvement Implementation,1,1
A-8189,Bug fixing / Maintenance,8,3
A-819,Bug fixing / Maintenance,2,1
A-8190,Bug fixing / Maintenance,55,5
A-8190,Feature / Improvement Implementation,12,4
A-8190,Testing & Verification,11,4
A-8190,Other,4,2
A-8190,Build & Release Engineering,3,2
A-8190,Documentation,2,1
A-8190,Design & API Evolution,1,1
A-8191,Feature / Improvement Implementation,2,1
A-8192,Bug fixing / Maintenance,1,1
A-8193,Bug fixing / Maintenance,52,5
A-8193,Feature / Improvement Implementation,41,5
A-8193,Testing & Verification,18,4
A-8193,Build & Release Engineering,2,1
A-8193,Design & API Evolution,2,1
A-8193,Documentation,2,1
A-8193,Other,1,1
A-8194,Bug fixing / Maintenance,1,1
A-8194,Feature / Improvement Implementation,1,1
A-8195,Bug fixing / Maintenance,1,1
A-8196,Bug fixing / Maintenance,1,1
A-8197,Bug fixing / Maintenance,3,2
A-8197,Feature / Improvement Implementation,2,1
A-8197,Code Refactoring & Cleanup,1,1
A-8197,Testing & Verification,1,1
A-8198,Bug fixing / Maintenance,1,1
A-8199,Bug fixing / Maintenance,4,2
A-82,Bug fixing / Maintenance,1,1
A-820,Bug fixing / Maintenance,65,5
A-820,Feature / Improvement Implementation,53,5
A-820,Other,53,5
A-820,Testing & Verification,34,5
A-820,Code Refactoring & Cleanup,5,2
A-820,Design & API Evolution,4,2
A-820,Build & Release Engineering,3,2
A-820,Performance Optimization,2,1
A-8200,Bug fixing / Maintenance,4,2
A-8200,Feature / Improvement Implementation,2,1
A-8200,Design & API Evolution,1,1
A-8201,Documentation,2,1
A-8202,Bug fixing / Maintenance,28,5
A-8202,Feature / Improvement Implementation,23,5
A-8202,Testing & Verification,4,2
A-8202,Build & Release Engineering,2,1
A-8202,Design & API Evolution,2,1
A-8202,Project / General Task,2,1
A-8202,Code Refactoring & Cleanup,1,1
A-8203,Bug fixing / Maintenance,1,1
A-8204,Testing & Verification,27,5
A-8204,Project / General Task,7,3
A-8205,Bug fixing / Maintenance,1,1
A-8206,Bug fixing / Maintenance,1,1
A-8206,Feature / Improvement Implementation,1,1
A-8207,Bug fixing / Maintenance,3,2
A-8207,Build & Release Engineering,1,1
A-8207,Feature / Improvement Implementation,1,1
A-8208,Bug fixing / Maintenance,2,1
A-8208,Feature / Improvement Implementation,1,1
A-8208,Testing & Verification,1,1
A-8209,Bug fixing / Maintenance,4,2
A-8209,Testing & Verification,1,1
A-821,Bug fixing / Maintenance,2,1
A-821,Testing & Verification,1,1
A-8210,Bug fixing / Maintenance,1,1
A-8211,Other,15,4
A-8211,Feature / Improvement Implementation,11,4
A-8211,Bug fixing / Maintenance,5,2
A-8211,Design & API Evolution,4,2
A-8211,Testing & Verification,4,2
A-8211,Code Refactoring & Cleanup,1,1
A-8212,Design & API Evolution,1,1
A-8213,Bug fixing / Maintenance,2,1
A-8213,Feature / Improvement Implementation,2,1
A-8214,Bug fixing / Maintenance,2,1
A-8214,Feature / Improvement Implementation,1,1
A-8214,Testing & Verification,1,1
A-8215,Bug fixing / Maintenance,168,5
A-8215,Other,61,5
A-8215,Feature / Improvement Implementation,55,5
A-8215,Testing & Verification,29,5
A-8215,Design & API Evolution,12,4
A-8215,Documentation,8,3
A-8215,Build & Release Engineering,5,2
A-8215,Code Refactoring & Cleanup,3,2
A-8215,Performance Optimization,2,1
A-8215,Project / General Task,2,1
A-8216,Bug fixing / Maintenance,19,4
A-8216,Feature / Improvement Implementation,3,2
A-8216,Other,1,1
A-8216,Performance Optimization,1,1
A-8216,Testing & Verification,1,1
A-8217,Feature / Improvement Implementation,1,1
A-8218,Testing & Verification,1,1
A-8219,Bug fixing / Maintenance,1,1
A-822,Bug fixing / Maintenance,75,5
A-822,Feature / Improvement Implementation,50,5
A-822,Build & Release Engineering,34,5
A-822,Project / General Task,31,5
A-822,Documentation,25,5
A-822,Testing & Verification,25,5
A-822,Other,7,3
A-822,Design & API Evolution,4,2
A-8220,Bug fixing / Maintenance,2,1
A-8220,Feature / Improvement Implementation,1,1
A-8221,Bug fixing / Maintenance,1,1
A-8222,Bug fixing / Maintenance,1,1
A-8223,Bug fixing / Maintenance,4,2
A-8223,Feature / Improvement Implementation,4,2
A-8223,Build & Release Engineering,1,1
A-8223,Design & API Evolution,1,1
A-8223,Testing & Verification,1,1
A-8224,Feature / Improvement Implementation,7,3
A-8224,Bug fixing / Maintenance,4,2
A-8224,Build & Release Engineering,1,1
A-8224,Design & API Evolution,1,1
A-8225,Feature / Improvement Implementation,4,2
A-8225,Testing & Verification,2,1
A-8225,Bug fixing / Maintenance,1,1
A-8226,Bug fixing / Maintenance,16,4
A-8226,Feature / Improvement Implementation,10,3
A-8226,Testing & Verification,2,1
A-8226,Build & Release Engineering,1,1
A-8226,Documentation,1,1
A-8226,Other,1,1
A-8226,Performance Optimization,1,1
A-8227,Feature / Improvement Implementation,1,1
A-8228,Bug fixing / Maintenance,1,1
A-8229,Other,1,1
A-823,Bug fixing / Maintenance,1,1
A-8230,Testing & Verification,4,2
A-8230,Documentation,2,1
A-8231,Feature / Improvement Implementation,31,5
A-8231,Bug fixing / Maintenance,27,5
A-8231,Other,15,4
A-8231,Testing & Verification,15,4
A-8231,Design & API Evolution,3,2
A-8231,Performance Optimization,3,2
A-8231,Code Refactoring & Cleanup,1,1
A-8232,Bug fixing / Maintenance,1,1
A-8233,Bug fixing / Maintenance,6,3
A-8233,Feature / Improvement Implementation,4,2
A-8233,Design & API Evolution,1,1
A-8233,Project / General Task,1,1
A-8233,Testing & Verification,1,1
A-8234,Bug fixing / Maintenance,3,2
A-8234,Feature / Improvement Implementation,1,1
A-8235,Bug fixing / Maintenance,1,1
A-8235,Feature / Improvement Implementation,1,1
A-8236,Feature / Improvement Implementation,28,5
A-8236,Bug fixing / Maintenance,16,4
A-8236,Design & API Evolution,3,2
A-8236,Build & Release Engineering,2,1
A-8236,Other,2,1
A-8236,Testing & Verification,2,1
A-8236,Performance Optimization,1,1
A-8237,Feature / Improvement Implementation,1,1
A-8238,Testing & Verification,6,3
A-8238,Bug fixing / Maintenance,1,1
A-8238,Feature / Improvement Implementation,1,1
A-8239,Testing & Verification,12,4
A-8239,Feature / Improvement Implementation,1,1
A-824,Bug fixing / Maintenance,9,3
A-824,Documentation,3,2
A-824,Feature / Improvement Implementation,2,1
A-824,Testing & Verification,1,1
A-8240,Feature / Improvement Implementation,5,2
A-8240,Bug fixing / Maintenance,4,2
A-8240,Testing & Verification,2,1
A-8241,Bug fixing / Maintenance,2,1
A-8241,Feature / Improvement Implementation,1,1
A-8242,Bug fixing / Maintenance,2,1
A-8242,Feature / Improvement Implementation,2,1
A-8243,Feature / Improvement Implementation,15,4
A-8243,Bug fixing / Maintenance,10,3
A-8243,Design & API Evolution,3,2
A-8243,Build & Release Engineering,2,1
A-8243,Testing & Verification,2,1
A-8243,Other,1,1
A-8243,Performance Optimization,1,1
A-8244,Bug fixing / Maintenance,8,3
A-8244,Build & Release Engineering,3,2
A-8244,Feature / Improvement Implementation,3,2
A-8244,Other,2,1
A-8245,Feature / Improvement Implementation,14,4
A-8245,Bug fixing / Maintenance,8,3
A-8245,Testing & Verification,1,1
A-8246,Bug fixing / Maintenance,1,1
A-8247,Bug fixing / Maintenance,2,1
A-8247,Feature / Improvement Implementation,2,1
A-8248,Bug fixing / Maintenance,2,1
A-8248,Design & API Evolution,1,1
A-8248,Documentation,1,1
A-8248,Feature / Improvement Implementation,1,1
A-8249,Feature / Improvement Implementation,2,1
A-8249,Testing & Verification,1,1
A-825,Build & Release Engineering,2,1
A-8250,Feature / Improvement Implementation,2,1
A-8251,Bug fixing / Maintenance,1,1
A-8252,Feature / Improvement Implementation,1,1
A-8253,Documentation,1,1
A-8254,Feature / Improvement Implementation,1,1
A-8255,Feature / Improvement Implementation,4,2
A-8255,Testing & Verification,3,2
A-8255,Bug fixing / Maintenance,1,1
A-8256,Bug fixing / Maintenance,3,2
A-8256,Feature / Improvement Implementation,3,2
A-8257,Bug fixing / Maintenance,1,1
A-8257,Feature / Improvement Implementation,1,1
A-8258,Bug fixing / Maintenance,1,1
A-8258,Feature / Improvement Implementation,1,1
A-8259,Bug fixing / Maintenance,1,1
A-826,Bug fixing / Maintenance,72,5
A-826,Feature / Improvement Implementation,36,5
A-826,Testing & Verification,24,5
A-826,Other,20,4
A-826,Project / General Task,9,3
A-826,Documentation,6,3
A-826,Build & Release Engineering,5,2
A-826,Design & API Evolution,3,2
A-8260,Bug fixing / Maintenance,1,1
A-8260,Feature / Improvement Implementation,1,1
A-8261,Build & Release Engineering,1,1
A-8261,Testing & Verification,1,1
A-8262,Feature / Improvement Implementation,1,1
A-8263,Testing & Verification,15,4
A-8263,Bug fixing / Maintenance,8,3
A-8263,Feature / Improvement Implementation,6,3
A-8263,Design & API Evolution,1,1
A-8263,Other,1,1
A-8264,Feature / Improvement Implementation,1,1
A-8265,Bug fixing / Maintenance,14,4
A-8265,Feature / Improvement Implementation,7,3
A-8265,Testing & Verification,4,2
A-8265,Build & Release Engineering,2,1
A-8266,Bug fixing / Maintenance,1,1
A-8267,Feature / Improvement Implementation,1,1
A-8268,Bug fixing / Maintenance,2,1
A-8268,Feature / Improvement Implementation,1,1
A-8268,Testing & Verification,1,1
A-8269,Design & API Evolution,1,1
A-827,Bug fixing / Maintenance,16,4
A-827,Feature / Improvement Implementation,14,4
A-827,Testing & Verification,6,3
A-827,Build & Release Engineering,5,2
A-827,Project / General Task,4,2
A-827,Code Refactoring & Cleanup,1,1
A-827,Documentation,1,1
A-8270,Bug fixing / Maintenance,2,1
A-8270,Documentation,1,1
A-8271,Bug fixing / Maintenance,1,1
A-8272,Bug fixing / Maintenance,82,5
A-8272,Feature / Improvement Implementation,52,5
A-8272,Testing & Verification,7,3
A-8272,Performance Optimization,6,3
A-8272,Design & API Evolution,3,2
A-8272,Build & Release Engineering,2,1
A-8272,Code Refactoring & Cleanup,1,1
A-8272,Other,1,1
A-8273,Build & Release Engineering,1,1
A-8274,Feature / Improvement Implementation,1,1
A-8275,Bug fixing / Maintenance,1,1
A-8276,Feature / Improvement Implementation,1,1
A-8277,Design & API Evolution,1,1
A-8278,Feature / Improvement Implementation,1,1
A-8279,Bug fixing / Maintenance,169,5
A-8279,Feature / Improvement Implementation,75,5
A-8279,Testing & Verification,28,5
A-8279,Performance Optimization,7,3
A-8279,Design & API Evolution,3,2
A-8279,Build & Release Engineering,2,1
A-8279,Code Refactoring & Cleanup,1,1
A-8279,Documentation,1,1
A-8279,Other,1,1
A-828,Bug fixing / Maintenance,8,3
A-828,Project / General Task,3,2
A-828,Testing & Verification,3,2
A-828,Feature / Improvement Implementation,2,1
A-828,Documentation,1,1
A-828,Other,1,1
A-8280,Feature / Improvement Implementation,1,1
A-8281,Bug fixing / Maintenance,1,1
A-8281,Feature / Improvement Implementation,1,1
A-8282,Feature / Improvement Implementation,1,1
A-8283,Design & API Evolution,1,1
A-8283,Testing & Verification,1,1
A-8284,Feature / Improvement Implementation,1,1
A-8285,Feature / Improvement Implementation,1,1
A-8286,Feature / Improvement Implementation,1,1
A-8287,Feature / Improvement Implementation,1,1
A-8288,Feature / Improvement Implementation,1,1
A-8289,Bug fixing / Maintenance,1,1
A-829,Bug fixing / Maintenance,9,3
A-829,Other,3,2
A-829,Feature / Improvement Implementation,1,1
A-829,Project / General Task,1,1
A-8290,Bug fixing / Maintenance,1,1
A-8291,Bug fixing / Maintenance,5,2
A-8291,Documentation,3,2
A-8291,Feature / Improvement Implementation,3,2
A-8291,Design & API Evolution,2,1
A-8291,Performance Optimization,1,1
A-8291,Project / General Task,1,1
A-8292,Bug fixing / Maintenance,19,4
A-8292,Testing & Verification,2,1
A-8292,Design & API Evolution,1,1
A-8292,Documentation,1,1
A-8292,Project / General Task,1,1
A-8293,Bug fixing / Maintenance,7,3
A-8293,Feature / Improvement Implementation,1,1
A-8293,Performance Optimization,1,1
A-8294,Feature / Improvement Implementation,1,1
A-8295,Bug fixing / Maintenance,18,4
A-8295,Feature / Improvement Implementation,12,4
A-8295,Other,9,3
A-8295,Build & Release Engineering,3,2
A-8295,Code Refactoring & Cleanup,2,1
A-8295,Documentation,1,1
A-8295,Project / General Task,1,1
A-8296,Bug fixing / Maintenance,45,5
A-8296,Feature / Improvement Implementation,28,5
A-8296,Other,24,5
A-8296,Project / General Task,12,4
A-8296,Testing & Verification,11,4
A-8296,Build & Release Engineering,7,3
A-8296,Documentation,1,1
A-8297,Build & Release Engineering,1,1
A-8297,Feature / Improvement Implementation,1,1
A-8298,Bug fixing / Maintenance,1,1
A-8299,Bug fixing / Maintenance,2,1
A-83,Bug fixing / Maintenance,29,5
A-83,Feature / Improvement Implementation,20,4
A-83,Design & API Evolution,8,3
A-83,Project / General Task,4,2
A-83,Build & Release Engineering,3,2
A-83,Testing & Verification,3,2
A-83,Documentation,1,1
A-830,Bug fixing / Maintenance,3,2
A-830,Feature / Improvement Implementation,3,2
A-8300,Feature / Improvement Implementation,3,2
A-8300,Bug fixing / Maintenance,2,1
A-8301,Other,1,1
A-8302,Bug fixing / Maintenance,1,1
A-8303,Feature / Improvement Implementation,1,1
A-8304,Feature / Improvement Implementation,10,3
A-8304,Bug fixing / Maintenance,3,2
A-8304,Project / General Task,2,1
A-8304,Code Refactoring & Cleanup,1,1
A-8304,Documentation,1,1
A-8304,Other,1,1
A-8305,Feature / Improvement Implementation,4,2
A-8305,Build & Release Engineering,1,1
A-8305,Documentation,1,1
A-8305,Project / General Task,1,1
A-8306,Feature / Improvement Implementation,50,5
A-8306,Bug fixing / Maintenance,37,5
A-8306,Build & Release Engineering,11,4
A-8306,Project / General Task,10,3
A-8306,Code Refactoring & Cleanup,5,2
A-8306,Performance Optimization,5,2
A-8306,Other,4,2
A-8306,Testing & Verification,2,1
A-8306,Design & API Evolution,1,1
A-8307,Bug fixing / Maintenance,29,5
A-8307,Feature / Improvement Implementation,28,5
A-8307,Code Refactoring & Cleanup,5,2
A-8307,Testing & Verification,5,2
A-8307,Other,4,2
A-8307,Project / General Task,3,2
A-8307,Performance Optimization,2,1
A-8307,Documentation,1,1
A-8308,Feature / Improvement Implementation,4,2
A-8308,Bug fixing / Maintenance,2,1
A-8308,Code Refactoring & Cleanup,1,1
A-8309,Other,1,1
A-831,Bug fixing / Maintenance,36,5
A-831,Feature / Improvement Implementation,22,5
A-831,Build & Release Engineering,5,2
A-831,Testing & Verification,4,2
A-831,Other,3,2
A-831,Design & API Evolution,2,1
A-8310,Feature / Improvement Implementation,20,4
A-8310,Bug fixing / Maintenance,11,4
A-8310,Build & Release Engineering,4,2
A-8310,Design & API Evolution,2,1
A-8310,Documentation,2,1
A-8310,Testing & Verification,1,1
A-8311,Bug fixing / Maintenance,1,1
A-8312,Bug fixing / Maintenance,7,3
A-8312,Other,7,3
A-8312,Feature / Improvement Implementation,3,2
A-8312,Code Refactoring & Cleanup,2,1
A-8313,Feature / Improvement Implementation,23,5
A-8313,Bug fixing / Maintenance,15,4
A-8313,Other,1,1
A-8313,Project / General Task,1,1
A-8313,Testing & Verification,1,1
A-8314,Build & Release Engineering,2,1
A-8314,Bug fixing / Maintenance,1,1
A-8314,Feature / Improvement Implementation,1,1
A-8315,Feature / Improvement Implementation,1,1
A-8316,Feature / Improvement Implementation,3,2
A-8316,Build & Release Engineering,2,1
A-8317,Feature / Improvement Implementation,1,1
A-8318,Bug fixing / Maintenance,1,1
A-8319,Feature / Improvement Implementation,22,5
A-8319,Bug fixing / Maintenance,8,3
A-8319,Build & Release Engineering,3,2
A-8319,Project / General Task,3,2
A-8319,Testing & Verification,2,1
A-8319,Design & API Evolution,1,1
A-8319,Performance Optimization,1,1
A-832,Bug fixing / Maintenance,3,2
A-832,Feature / Improvement Implementation,2,1
A-832,Other,1,1
A-8320,Feature / Improvement Implementation,20,4
A-8320,Bug fixing / Maintenance,12,4
A-8320,Build & Release Engineering,9,3
A-8320,Testing & Verification,4,2
A-8320,Performance Optimization,1,1
A-8320,Project / General Task,1,1
A-8321,Bug fixing / Maintenance,4,2
A-8321,Feature / Improvement Implementation,4,2
A-8321,Build & Release Engineering,2,1
A-8321,Design & API Evolution,1,1
A-8321,Other,1,1
A-8321,Performance Optimization,1,1
A-8322,Feature / Improvement Implementation,10,3
A-8322,Other,6,3
A-8322,Project / General Task,5,2
A-8322,Testing & Verification,4,2
A-8322,Bug fixing / Maintenance,3,2
A-8322,Build & Release Engineering,2,1
A-8323,Bug fixing / Maintenance,2,1
A-8323,Documentation,1,1
A-8323,Feature / Improvement Implementation,1,1
A-8324,Feature / Improvement Implementation,9,3
A-8325,Feature / Improvement Implementation,3,2
A-8325,Bug fixing / Maintenance,1,1
A-8325,Build & Release Engineering,1,1
A-8326,Feature / Improvement Implementation,1,1
A-8327,Feature / Improvement Implementation,22,5
A-8327,Bug fixing / Maintenance,11,4
A-8327,Testing & Verification,2,1
A-8327,Project / General Task,1,1
A-8328,Feature / Improvement Implementation,10,3
A-8328,Bug fixing / Maintenance,3,2
A-8329,Feature / Improvement Implementation,11,4
A-8329,Bug fixing / Maintenance,5,2
A-833,Feature / Improvement Implementation,45,5
A-833,Testing & Verification,39,5
A-833,Bug fixing / Maintenance,32,5
A-833,Other,25,5
A-833,Build & Release Engineering,5,2
A-833,Code Refactoring & Cleanup,1,1
A-833,Documentation,1,1
A-833,Project / General Task,1,1
A-8330,Bug fixing / Maintenance,2,1
A-8330,Feature / Improvement Implementation,1,1
A-8331,Bug fixing / Maintenance,104,5
A-8331,Other,60,5
A-8331,Feature / Improvement Implementation,50,5
A-8331,Project / General Task,34,5
A-8331,Testing & Verification,14,4
A-8331,Build & Release Engineering,11,4
A-8331,Documentation,9,3
A-8331,Design & API Evolution,1,1
A-8331,Performance Optimization,1,1
A-8332,Project / General Task,4,2
A-8332,Build & Release Engineering,3,2
A-8332,Other,3,2
A-8332,Feature / Improvement Implementation,2,1
A-8332,Bug fixing / Maintenance,1,1
A-8333,Bug fixing / Maintenance,1,1
A-8334,Feature / Improvement Implementation,2,1
A-8335,Feature / Improvement Implementation,3,2
A-8336,Feature / Improvement Implementation,6,3
A-8336,Testing & Verification,3,2
A-8336,Other,2,1
A-8336,Code Refactoring & Cleanup,1,1
A-8337,Bug fixing / Maintenance,28,5
A-8337,Feature / Improvement Implementation,3,2
A-8337,Other,3,2
A-8337,Documentation,1,1
A-8337,Testing & Verification,1,1
A-8338,Bug fixing / Maintenance,1,1
A-8339,Bug fixing / Maintenance,14,4
A-8339,Build & Release Engineering,1,1
A-8339,Feature / Improvement Implementation,1,1
A-834,Bug fixing / Maintenance,36,5
A-834,Testing & Verification,29,5
A-834,Feature / Improvement Implementation,27,5
A-834,Other,15,4
A-834,Project / General Task,15,4
A-834,Build & Release Engineering,13,4
A-834,Design & API Evolution,4,2
A-834,Documentation,1,1
A-834,Performance Optimization,1,1
A-8340,Bug fixing / Maintenance,11,4
A-8340,Feature / Improvement Implementation,2,1
A-8340,Testing & Verification,1,1
A-8341,Bug fixing / Maintenance,1,1
A-8342,Bug fixing / Maintenance,19,4
A-8342,Build & Release Engineering,2,1
A-8342,Other,1,1
A-8342,Project / General Task,1,1
A-8343,Bug fixing / Maintenance,5,2
A-8343,Build & Release Engineering,2,1
A-8343,Documentation,1,1
A-8343,Other,1,1
A-8343,Project / General Task,1,1
A-8343,Testing & Verification,1,1
A-8344,Bug fixing / Maintenance,68,5
A-8344,Other,13,4
A-8344,Testing & Verification,11,4
A-8344,Project / General Task,10,3
A-8344,Feature / Improvement Implementation,7,3
A-8344,Build & Release Engineering,4,2
A-8344,Documentation,4,2
A-8345,Bug fixing / Maintenance,44,5
A-8345,Other,13,4
A-8345,Project / General Task,5,2
A-8345,Documentation,2,1
A-8345,Feature / Improvement Implementation,2,1
A-8345,Testing & Verification,2,1
A-8346,Other,3,2
A-8347,Bug fixing / Maintenance,3,2
A-8347,Other,1,1
A-8347,Testing & Verification,1,1
A-8348,Testing & Verification,1,1
A-8349,Bug fixing / Maintenance,46,5
A-8349,Other,30,5
A-8349,Project / General Task,17,4
A-8349,Testing & Verification,14,4
A-8349,Feature / Improvement Implementation,12,4
A-8349,Documentation,9,3
A-8349,Build & Release Engineering,4,2
A-8349,Performance Optimization,1,1
A-835,Other,26,5
A-835,Bug fixing / Maintenance,11,4
A-835,Testing & Verification,8,3
A-835,Feature / Improvement Implementation,3,2
A-835,Code Refactoring & Cleanup,2,1
A-835,Build & Release Engineering,1,1
A-835,Design & API Evolution,1,1
A-8350,Testing & Verification,11,4
A-8350,Bug fixing / Maintenance,3,2
A-8350,Documentation,1,1
A-8351,Bug fixing / Maintenance,1,1
A-8351,Feature / Improvement Implementation,1,1
A-8351,Project / General Task,1,1
A-8351,Testing & Verification,1,1
A-8352,Feature / Improvement Implementation,1,1
A-8353,Feature / Improvement Implementation,1,1
A-8354,Project / General Task,33,5
A-8354,Bug fixing / Maintenance,28,5
A-8354,Other,16,4
A-8354,Testing & Verification,7,3
A-8354,Build & Release Engineering,2,1
A-8354,Feature / Improvement Implementation,2,1
A-8354,Documentation,1,1
A-8355,Bug fixing / Maintenance,9,3
A-8355,Project / General Task,1,1
A-8356,Feature / Improvement Implementation,1,1
A-8357,Bug fixing / Maintenance,7,3
A-8357,Project / General Task,1,1
A-8358,Bug fixing / Maintenance,9,3
A-8358,Project / General Task,3,2
A-8358,Testing & Verification,2,1
A-8358,Documentation,1,1
A-8359,Testing & Verification,1,1
A-836,Testing & Verification,13,4
A-836,Bug fixing / Maintenance,8,3
A-836,Other,4,2
A-836,Documentation,2,1
A-836,Feature / Improvement Implementation,2,1
A-836,Build & Release Engineering,1,1
A-836,Code Refactoring & Cleanup,1,1
A-8360,Build & Release Engineering,1,1
A-8361,Bug fixing / Maintenance,10,3
A-8361,Feature / Improvement Implementation,9,3
A-8361,Testing & Verification,9,3
A-8361,Project / General Task,5,2
A-8361,Design & API Evolution,1,1
A-8362,Feature / Improvement Implementation,81,5
A-8362,Other,54,5
A-8362,Bug fixing / Maintenance,40,5
A-8362,Testing & Verification,15,4
A-8362,Project / General Task,8,3
A-8362,Build & Release Engineering,3,2
A-8362,Design & API Evolution,2,1
A-8362,Documentation,2,1
A-8362,Code Refactoring & Cleanup,1,1
A-8363,Bug fixing / Maintenance,1,1
A-8364,Feature / Improvement Implementation,6,3
A-8364,Other,4,2
A-8364,Testing & Verification,2,1
A-8364,Build & Release Engineering,1,1
A-8365,Bug fixing / Maintenance,1,1
A-8366,Feature / Improvement Implementation,16,4
A-8366,Project / General Task,11,4
A-8366,Bug fixing / Maintenance,9,3
A-8366,Testing & Verification,5,2
A-8366,Design & API Evolution,2,1
A-8366,Build & Release Engineering,1,1
A-8367,Bug fixing / Maintenance,1,1
A-8368,Bug fixing / Maintenance,7,3
A-8368,Feature / Improvement Implementation,2,1
A-8368,Performance Optimization,1,1
A-8369,Bug fixing / Maintenance,4,2
A-8369,Build & Release Engineering,1,1
A-8369,Feature / Improvement Implementation,1,1
A-8369,Project / General Task,1,1
A-837,Feature / Improvement Implementation,5,2
A-837,Bug fixing / Maintenance,3,2
A-837,Build & Release Engineering,2,1
A-837,Testing & Verification,2,1
A-837,Design & API Evolution,1,1
A-837,Documentation,1,1
A-8370,Project / General Task,9,3
A-8370,Bug fixing / Maintenance,3,2
A-8370,Feature / Improvement Implementation,3,2
A-8370,Other,3,2
A-8370,Documentation,2,1
A-8370,Build & Release Engineering,1,1
A-8370,Testing & Verification,1,1
A-8371,Testing & Verification,40,5
A-8371,Bug fixing / Maintenance,36,5
A-8371,Feature / Improvement Implementation,11,4
A-8371,Documentation,3,2
A-8371,Performance Optimization,3,2
A-8371,Project / General Task,1,1
A-8372,Testing & Verification,3,2
A-8372,Feature / Improvement Implementation,2,1
A-8372,Bug fixing / Maintenance,1,1
A-8372,Project / General Task,1,1
A-8373,Other,2,1
A-8373,Build & Release Engineering,1,1
A-8373,Project / General Task,1,1
A-8374,Bug fixing / Maintenance,1,1
A-8374,Build & Release Engineering,1,1
A-8374,Documentation,1,1
A-8374,Feature / Improvement Implementation,1,1
A-8375,Feature / Improvement Implementation,1,1
A-8375,Other,1,1
A-8376,Bug fixing / Maintenance,36,5
A-8376,Testing & Verification,32,5
A-8376,Feature / Improvement Implementation,11,4
A-8376,Documentation,5,2
A-8376,Project / General Task,3,2
A-8377,Feature / Improvement Implementation,8,3
A-8377,Build & Release Engineering,3,2
A-8377,Documentation,1,1
A-8377,Testing & Verification,1,1
A-8378,Feature / Improvement Implementation,48,5
A-8378,Bug fixing / Maintenance,31,5
A-8378,Testing & Verification,25,5
A-8378,Build & Release Engineering,7,3
A-8378,Code Refactoring & Cleanup,3,2
A-8378,Design & API Evolution,3,2
A-8378,Documentation,1,1
A-8378,Performance Optimization,1,1
A-8378,Project / General Task,1,1
A-8379,Feature / Improvement Implementation,2,1
A-8379,Bug fixing / Maintenance,1,1
A-8379,Project / General Task,1,1
A-838,Other,36,5
A-838,Bug fixing / Maintenance,15,4
A-838,Feature / Improvement Implementation,6,3
A-838,Testing & Verification,3,2
A-838,Build & Release Engineering,1,1
A-838,Code Refactoring & Cleanup,1,1
A-8380,Bug fixing / Maintenance,6,3
A-8380,Testing & Verification,2,1
A-8380,Documentation,1,1
A-8380,Feature / Improvement Implementation,1,1
